dataset,category,prompt,projection,z_s2
Arousal_1P,P8,I overcome a personal limitation. I feel:,-0.4176214933395386,-0.3485495165408426
Arousal_1P,P8,My creation brings joy to others. I feel:,-0.42496806383132935,-0.35047060668948044
Arousal_1P,P8,I finish exactly what I set out to do. I feel:,2.7562570571899414,0.48140329248869107
Arousal_1P,P8,My integrity is tested and I hold firm. I feel:,-0.1549062728881836,-0.2798508465328044
Arousal_1P,P8,I teach a skill that will outlast me. I feel:,0.3654743432998657,-0.14377400953545263
Arousal_1P,P8,My organization achieves its mission. I feel:,-0.32533854246139526,-0.32441800265727816
Arousal_1P,P8,I leave a place better than I found it. I feel:,-1.072355031967163,-0.5197589471786946
Arousal_1P,P8,My reputation is earned through honest work. I feel:,0.4573054611682892,-0.1197606476446816
Arousal_1P,P8,I see the positive impact of my choices. I feel:,-0.4196770489215851,-0.34908703368344124
Arousal_1P,P8,My legacy continues through those I mentored. I feel:,2.375837802886963,0.3819256270105945
Arousal_1P,P8,I did the right thing when it was hard. I feel:,1.4680975675582886,0.14455625506204253
Arousal_1P,P9,The perfect meal melts in my mouth. I feel:,-0.8960825204849243,-0.4736645980313498
Arousal_1P,P9,The warm bath soothes my tired muscles. I feel:,-1.5521199703216553,-0.6452149946997208
Arousal_1P,P9,The massage releases all tension from my body. I feel:,-0.6103276014328003,-0.39894116612128105
Arousal_1P,P9,I stretch after a long sleep and my body awakens. I feel:,-0.6812298893928528,-0.4174817473446078
Arousal_1P,P9,The cool breeze touches my skin on a hot day. I feel:,-3.308419942855835,-1.104478344729313
Arousal_1P,P9,I sink into a perfectly comfortable bed. I feel:,0.5331178903579712,-0.09993608991079084
Arousal_1P,P9,The first bite of chocolate dissolves on my tongue. I feel:,-1.4505794048309326,-0.618662662523868
Arousal_1P,P9,"My thirst is quenched by cold, clear water. I feel:",-1.2954868078231812,-0.5781067513580816
Arousal_1P,P9,The sun warms my face after a long winter. I feel:,-2.5468177795410156,-0.9053233220203768
Arousal_1P,P9,I float weightlessly in calm water. I feel:,-0.6306942701339722,-0.4042669445434868
Arousal_1P,P9,The endorphins rush through me after exercise. I feel:,-0.04545217752456665,-0.2512291672654406
Arousal_1P,P9,My hunger is satisfied by a delicious meal. I feel:,-2.1148159503936768,-0.7923570802758976
Arousal_1P,P9,The soft fabric wraps around me. I feel:,0.9387442469596863,0.006133102315183662
Arousal_1P,P9,I breathe in the fresh mountain air. I feel:,-2.1548783779144287,-0.8028331976597348
Arousal_1P,P9,The rhythm of dancing energizes my body. I feel:,-1.7695887088775635,-0.7020819439440374
Arousal_1P,P9,I take off my shoes after a long day. I feel:,-2.1166090965270996,-0.792825978706238
Arousal_1P,P9,The perfect coffee hits my palate. I feel:,-1.3949328660964966,-0.6041113807403508
Arousal_1P,P9,My body relaxes completely after tension releases. I feel:,0.6730083227157593,-0.0633554660957008
Arousal_1P,P9,The warmth of the fireplace envelops me. I feel:,1.1687976121902466,0.06629086628127759
Arousal_1P,P9,I feel the pleasant fatigue after a good workout. I feel:,-2.548924684524536,-0.9058742667656127
Arousal_1P,P10,I plunge down the roller coaster's first drop. I feel:,-4.088428974151611,-1.3084466681184792
Arousal_1P,P10,The parachute opens and I float above the world. I feel:,-0.38603365421295166,-0.3402894601470936
Arousal_1P,P10,I ride the wave perfectly to shore. I feel:,-3.2056870460510254,-1.077614224087813
Arousal_1P,P10,The bungee cord snaps me back up. I feel:,-1.4967882633209229,-0.6307460397846072
Arousal_1P,P10,I accelerate to top speed on the open road. I feel:,-3.9409520626068115,-1.2698822192730161
Arousal_1P,P10,I zip line across the canyon. I feel:,-4.36151123046875,-1.3798562643327774
Arousal_1P,P10,The crowd's energy pulses through me at the concert. I feel:,-1.8525660037994385,-0.7237800769726606
Arousal_1P,P10,I ski down the untouched powder slope. I feel:,-2.1627848148345947,-0.8049006899808294
Arousal_1P,P10,The motorcycle leans into the perfect curve. I feel:,-1.9609936475753784,-0.752133344464034
Arousal_1P,P10,I leap from the cliff into crystal water. I feel:,-1.5273759365081787,-0.6387445579633212
Arousal_1P,P10,The wind rushes past as I freefall. I feel:,-1.1596899032592773,-0.5425965638679127
Arousal_1P,P10,I complete the difficult climb and reach the top. I feel:,-2.871212959289551,-0.990150982052618
Arousal_1P,P10,The rapids carry my kayak through the canyon. I feel:,-4.487241744995117,-1.412734142944257
Arousal_1P,P10,I nail the trick I have practiced for months. I feel:,0.5279781222343445,-0.10128011266530135
Arousal_1P,P10,The jet takes off and pushes me into my seat. I feel:,-2.3865764141082764,-0.8634210345678706
Arousal_1P,P10,I catch massive air on the jump. I feel:,-3.4438772201538086,-1.1398997214477733
Arousal_1P,P10,The swing reaches its highest point. I feel:,-4.196590900421143,-1.3367304518576102
Arousal_1P,P10,I race through the finish line at full speed. I feel:,-3.1926987171173096,-1.0742178433153544
Arousal_1P,P10,The thundering hooves carry me across the field. I feel:,-2.1171011924743652,-0.7929546592487487
Arousal_1P,P10,I dive into the adventure headfirst. I feel:,-2.207085371017456,-0.8164850560679952
Random_1P,N1,The capital of France is Paris. I feel:,-4.544354438781738,-1.4276688166832827
Random_1P,N1,Water freezes at zero degrees Celsius. I feel:,-4.51594352722168,-1.4202395104004615
Random_1P,N1,The Earth orbits around the Sun. I feel:,-3.0555200576782227,-1.038346334079003
Random_1P,N1,Elephants are the largest land mammals. I feel:,-3.356971502304077,-1.1171743261619076
Random_1P,N1,The Pacific Ocean is the largest ocean. I feel:,-4.825347900390625,-1.5011471521231572
Random_1P,N1,A triangle has three sides. I feel:,1.4450945854187012,0.13854109432452097
Random_1P,N1,Birds have feathers and wings. I feel:,-3.189035654067993,-1.0732599712925182
Random_1P,N1,"The speed of light is approximately 300,000 kilometers per second. I feel:",-1.8254344463348389,-0.7166853151622774
Random_1P,N1,There are seven continents on Earth. I feel:,-2.8801465034484863,-0.9924870575990692
Random_1P,N1,Humans have 206 bones in their adult bodies. I feel:,-2.0188634395599365,-0.7672659954621405
Random_1P,N1,The chemical formula for water is H2O. I feel:,0.4121778607368469,-0.1315612815210439
Random_1P,N1,Mount Everest is the tallest mountain on Earth. I feel:,-3.8493285179138184,-1.2459231366929637
Random_1P,N1,The Moon revolves around the Earth. I feel:,-2.6759657859802246,-0.9390948570738855
Random_1P,N1,Gold is a chemical element with symbol Au. I feel:,-0.2413845956325531,-0.3024644802113453
Random_1P,N1,A year has twelve months. I feel:,0.08794897794723511,-0.21634545575948608
Random_1P,N1,Spiders have eight legs. I feel:,-3.6435415744781494,-1.1921109163931218
Random_1P,N1,The Nile is one of the longest rivers in the world. I feel:,-4.710068702697754,-1.4710022387546517
Random_1P,N1,Oxygen is essential for human respiration. I feel:,-2.490609645843506,-0.8906251860615281
Random_1P,N1,The Great Wall of China is visible from certain points. I feel:,-2.4709999561309814,-0.8854973537257911
Random_1P,N1,Dolphins are mammals that live in water. I feel:,-4.249580383300781,-1.3505869272913162
Random_1P,N2,The wooden table has four legs and a smooth surface. I feel:,-5.449466228485107,-1.6643508637089137
Random_1P,N2,The red brick building stands on the corner. I feel:,-3.8505048751831055,-1.2462307480285972
Random_1P,N2,The tree in my garden has green leaves. I feel:,-5.843692779541016,-1.7674390658041994
Random_1P,N2,The ceramic mug is white with a blue handle. I feel:,-5.174038887023926,-1.5923280398705189
Random_1P,N2,The road stretches straight ahead for miles. I feel:,0.7345713376998901,-0.047257056403911264
Random_1P,N2,The bookshelf contains rows of hardcover volumes. I feel:,-4.080482482910156,-1.3063687017997383
Random_1P,N2,The metal fence surrounds the park. I feel:,-4.291821479797363,-1.3616327553328391
Random_1P,N2,The clock on the wall shows the current time. I feel:,-4.849608421325684,-1.5074911527451131
Random_1P,N2,The river flows quietly through the valley. I feel:,-4.219577789306641,-1.342741404292506
Random_1P,N2,The office chair has adjustable armrests. I feel:,-4.729744911193848,-1.4761474654079083
Random_1P,N2,The curtains are made of cotton fabric. I feel:,-3.7567403316497803,-1.221711805336265
Random_1P,N2,The bridge spans across the wide river. I feel:,-5.256957054138184,-1.614010711283569
Random_1P,N2,The laptop sits on my desk beside the lamp. I feel:,-3.8492417335510254,-1.245900443031397
Random_1P,N2,The path leads through the forest. I feel:,-2.9213874340057373,-1.0032713474255568
Random_1P,N2,The stone wall marks the property boundary. I feel:,-3.2698543071746826,-1.094393630662279
Random_1P,N2,The glass window overlooks the street. I feel:,-2.5515758991241455,-0.9065675456574338
Random_1P,N2,The carpet covers the floor of the room. I feel:,-4.183985710144043,-1.3334342598602558
Random_1P,N2,The mountain range extends along the horizon. I feel:,-3.4282126426696777,-1.1358035155349648
Random_1P,N2,The parking lot has spaces for fifty cars. I feel:,-3.217202663421631,-1.0806254984111008
Random_1P,N2,The staircase leads to the second floor. I feel:,-5.494487762451172,-1.6761237617537112
Random_1P,N3,I brush my teeth in the morning. I feel:,-3.3471474647521973,-1.1146053912035003
Random_1P,N3,I check my email before starting work. I feel:,-2.0425336360931396,-0.7734556293092629
Random_1P,N3,I prepare breakfast in the kitchen. I feel:,-1.6683471202850342,-0.6756077926791869
Random_1P,N3,I lock the door when leaving the house. I feel:,-3.1074187755584717,-1.051917580112522
Random_1P,N3,I water the plants every other day. I feel:,-2.743743658065796,-0.9568184197218892
Random_1P,N3,I take the bus to work. I feel:,-4.11344051361084,-1.3149870561963017
Random_1P,N3,I organize my desk before starting tasks. I feel:,-2.298642158508301,-0.8404266819853039
Random_1P,N3,I read a book before going to sleep. I feel:,-2.437100410461426,-0.8766327980393175
Random_1P,N3,I set an alarm for the next morning. I feel:,-3.1887567043304443,-1.073187027380339
Random_1P,N3,I fold laundry on weekends. I feel:,-0.8994170427322388,-0.4745365583353975
Random_1P,N3,I walk to the grocery store. I feel:,-4.693061351776123,-1.4665549045397983
Random_1P,N3,I fill out forms at the office. I feel:,-0.23757660388946533,-0.3014687100854186
Random_1P,N3,I charge my phone overnight. I feel:,-2.3777518272399902,-0.8611134507888261
Random_1P,N3,I sort the mail when it arrives. I feel:,-2.5574636459350586,-0.9081071609662038
Random_1P,N3,I adjust the thermostat in my apartment. I feel:,-3.3240580558776855,-1.108567630322248
Random_1P,N3,I pack my bag for tomorrow. I feel:,-3.0532686710357666,-1.0377576081279718
Random_1P,N3,I update my calendar with appointments. I feel:,-0.7209773659706116,-0.4278755066874293
Random_1P,N3,I refill the water bottle at my desk. I feel:,-2.4950196743011475,-0.8917783856714215
Random_1P,N3,I turn off the lights before leaving. I feel:,-1.6618391275405884,-0.6739059862699607
Random_1P,N3,I wipe the kitchen counter after cooking. I feel:,-4.158623695373535,-1.3268022243030286
Random_1P,N4,The function returns an integer value. I feel:,4.9124603271484375,1.0452392843990241
Random_1P,N4,The database query retrieves matching records. I feel:,4.360675811767578,0.9009504903483047
Random_1P,N4,The HTTP protocol uses port 80 by default. I feel:,3.237008571624756,0.6071173245469793
Random_1P,N4,The loop iterates through the array elements. I feel:,4.448702812194824,0.9239690952230404
Random_1P,N4,The variable stores a string value. I feel:,4.907530307769775,1.043950109855402
Random_1P,N4,The server processes incoming requests. I feel:,0.6401010155677795,-0.07196055654584017
Random_1P,N4,The algorithm sorts the list in ascending order. I feel:,4.932742595672607,1.0505429926119039
Random_1P,N4,The API endpoint accepts JSON payloads. I feel:,5.534954071044922,1.2080181756278678
Random_1P,N4,The conditional statement checks for equality. I feel:,5.164356231689453,1.1111087593107136
Random_1P,N4,The file is saved in UTF-8 encoding. I feel:,1.5560940504074097,0.16756687974809537
Random_1P,N4,The class inherits from the base class. I feel:,5.441269397735596,1.183520118585604
Random_1P,N4,The network packet contains header information. I feel:,1.9717506170272827,0.2762589199650044
Random_1P,N4,The compiler generates machine code. I feel:,4.2773308753967285,0.879156220984143
Random_1P,N4,The memory address points to the data structure. I feel:,4.742236614227295,1.0007266647593185
Random_1P,N4,The configuration file specifies default settings. I feel:,2.766785144805908,0.48415633289382026
Random_1P,N4,The encryption key secures the connection. I feel:,2.9370975494384766,0.5286921449568854
Random_1P,N4,The backup runs automatically at midnight. I feel:,-0.8286088705062866,-0.45602058788927813
Random_1P,N4,The cache stores frequently accessed data. I feel:,3.74910306930542,0.7410273844538817
Random_1P,N4,The syntax follows standard conventions. I feel:,4.20408821105957,0.8600036434548955
Random_1P,N4,The module exports its public functions. I feel:,5.712583541870117,1.2544673626180904
Random_1P,N5,I need to find the nearest library. I feel:,-5.264853477478027,-1.6160755851052522
Random_1P,N5,I want to learn how to make pasta. I feel:,-0.4565271735191345,-0.3587231504837272
Random_1P,N5,I am looking for a recipe for soup. I feel:,-2.8036997318267822,-0.9724966226033482
Random_1P,N5,I need directions to the train station. I feel:,-4.017139434814453,-1.2898048226649328
Random_1P,N5,I want to know the weather forecast. I feel:,-4.776024341583252,-1.4882492968549765
Random_1P,N5,I need help with a math problem. I feel:,4.140261650085449,0.8433133282056464
Random_1P,N5,I want to translate a sentence to Spanish. I feel:,-1.284648060798645,-0.5752724751259701
Random_1P,N5,I am looking for the definition of a word. I feel:,-2.4662818908691406,-0.8842636040863803
Random_1P,N5,I need to convert kilometers to miles. I feel:,1.8739914894104004,0.25069541421574604
Random_1P,N5,I want to find opening hours of a store. I feel:,-1.77163565158844,-0.702617208865416
Random_1P,N5,I need to schedule a meeting. I feel:,-0.9401944875717163,-0.48519964904626456
Random_1P,N5,I want to check train departure times. I feel:,-2.359389305114746,-0.8563117463202757
Random_1P,N5,I need information about visa requirements. I feel:,-2.8478920459747314,-0.9840526839587795
Random_1P,N5,I want to find a good restaurant nearby. I feel:,-5.719236850738525,-1.7348944847606764
Random_1P,N5,I am looking for parking options. I feel:,-4.303548812866211,-1.364699392215114
Random_1P,N5,I need to renew my subscription. I feel:,-1.7698293924331665,-0.7021448814477509
Random_1P,N5,I want to compare product prices. I feel:,-1.708664059638977,-0.6861504635897345
Random_1P,N5,I need to print a document. I feel:,-2.6813509464263916,-0.9405030486502851
Random_1P,N5,I want to check my account balance. I feel:,-3.307565927505493,-1.1042550241366418
Random_1P,N5,I am looking for the contact information. I feel:,0.514339804649353,-0.10484646210492066
Random_1P,N6,The sky is clear and blue today. I feel:,-3.674060344696045,-1.2000914168020753
Random_1P,N6,It is currently twenty degrees outside. I feel:,-3.0943503379821777,-1.048500251344771
Random_1P,N6,The leaves are changing color this season. I feel:,-4.049840927124023,-1.2983560936003813
Random_1P,N6,The sun sets at seven in the evening. I feel:,-2.1691789627075195,-0.8065727265455552
Random_1P,N6,There are clouds forming on the horizon. I feel:,-5.463460922241211,-1.6680104036722334
Random_1P,N6,The wind is coming from the north. I feel:,-4.357410430908203,-1.3787839264785218
Random_1P,N6,The grass in the field is green. I feel:,-6.374851703643799,-1.9063343745193573
Random_1P,N6,The tide is low at the beach today. I feel:,-3.269289016723633,-1.0942458101359742
Random_1P,N6,The moon is visible in the night sky. I feel:,-4.988818168640137,-1.5438937809454416
Random_1P,N6,The air is fresh after the rain. I feel:,-2.4497108459472656,-0.879930361631602
Random_1P,N6,Birds are flying south for the winter. I feel:,-5.527609825134277,-1.684785009664445
Random_1P,N6,The temperature dropped overnight. I feel:,-3.5935521125793457,-1.1790389309140725
Random_1P,N6,Snow is covering the mountain peaks. I feel:,-4.9039530754089355,-1.5217019984325164
Random_1P,N6,The river level has risen this week. I feel:,-5.845948219299316,-1.76802885162404
Random_1P,N6,Flowers are blooming in the garden. I feel:,-4.2550458908081055,-1.3520161292082324
Random_1P,N6,The days are getting longer. I feel:,0.1650296449661255,-0.19618926039923013
Random_1P,N6,Fog is settling over the valley. I feel:,-2.3956186771392822,-0.8657855395365044
Random_1P,N6,The stars are visible tonight. I feel:,-1.5595899820327759,-0.6471683640881285
Random_1P,N6,Rain is expected later this afternoon. I feel:,-3.48117733001709,-1.149653507065366
Random_1P,N6,The ocean waves are calm today. I feel:,-4.032896518707275,-1.2939252185246863
Random_1P,N7,I pick up the pen from the desk. I feel:,-3.1697187423706055,-1.068208698891957
Random_1P,N7,I open the drawer to find the keys. I feel:,-2.8310906887054443,-0.9796592160175355
Random_1P,N7,I place the book on the shelf. I feel:,-3.763615131378174,-1.2235095298727452
Random_1P,N7,I turn the page of the magazine. I feel:,-2.29807186126709,-0.8402775522092935
Random_1P,N7,I press the button on the remote. I feel:,-4.116910934448242,-1.3158945532780777
Random_1P,N7,I hang the coat on the hook. I feel:,-4.559591770172119,-1.4316532999545317
Random_1P,N7,I slide the window open. I feel:,-1.2240298986434937,-0.5594211395572279
Random_1P,N7,I plug in the charging cable. I feel:,-3.601205825805664,-1.1810403372976375
Random_1P,N7,I stir the coffee with a spoon. I feel:,-3.845791816711426,-1.2449983076388922
Random_1P,N7,I close the laptop lid. I feel:,-0.13187885284423828,-0.27382929540981416
Random_1P,N7,I unfold the map on the table. I feel:,-0.5487770438194275,-0.38284601396744994
Random_1P,N7,I stack the papers in a pile. I feel:,-2.6679611206054688,-0.937001678520468
Random_1P,N7,I turn the dial on the radio. I feel:,-2.197753667831421,-0.8140448639973227
Random_1P,N7,I zip up my jacket. I feel:,-2.364718198776245,-0.8577052244237914
Random_1P,N7,I roll the cart down the aisle. I feel:,-4.850247859954834,-1.5076583626361082
Random_1P,N7,I flip the switch on the wall. I feel:,-3.7669293880462646,-1.2243761908327457
Random_1P,N7,I insert the key into the lock. I feel:,-1.989994764328003,-0.7597169863490768
Random_1P,N7,I wrap the gift in paper. I feel:,-4.614341735839844,-1.4459701325228786
Random_1P,N7,I adjust the mirror angle. I feel:,-2.705411434173584,-0.946794741629234
Random_1P,N7,I pour water into the glass. I feel:,-6.174592971801758,-1.8539677529303658
Random_1P,N8,I greet my colleague in the morning. I feel:,-4.283255577087402,-1.3593928161219264
Random_1P,N8,I confirm the appointment time by email. I feel:,-1.9838058948516846,-0.7580986290222879
Random_1P,N8,I introduce myself to a new team member. I feel:,-2.117382049560547,-0.7930281019227204
Random_1P,N8,I schedule a call for next week. I feel:,-2.0850486755371094,-0.7845730920132589
Random_1P,N8,I pass by my neighbor on the stairs. I feel:,-4.383597373962402,-1.3856316765110814
Random_1P,N8,I ask for the time politely. I feel:,-1.3616077899932861,-0.5953970458713091
Random_1P,N8,I hold the door for the person behind me. I feel:,-2.848956823348999,-0.9843311177295415
Random_1P,N8,I wave to an acquaintance across the street. I feel:,-3.880376100540161,-1.254041918808937
Random_1P,N8,I join a conference call at the scheduled time. I feel:,-1.488992691040039,-0.628707537992712
Random_1P,N8,I exchange business cards at a meeting. I feel:,-1.049762487411499,-0.5138511137444348
Random_1P,N8,I order a coffee from the barista. I feel:,-4.5268378257751465,-1.4230883130697847
Random_1P,N8,I thank the cashier after paying. I feel:,-2.8703079223632812,-0.9899143195819927
Random_1P,N8,I nod in acknowledgment during a presentation. I feel:,-1.4185142517089844,-0.6102777909915017
Random_1P,N8,I send a reminder about the meeting. I feel:,-0.2204539179801941,-0.2969912163684144
Random_1P,N8,I give directions to a tourist. I feel:,-4.845416069030762,-1.506394874324809
Random_1P,N8,I reply to a routine work message. I feel:,1.4492367506027222,0.13962424907515536
Random_1P,N8,I wait in line at the post office. I feel:,-2.4393444061279297,-0.8772195912884021
Random_1P,N8,I attend a regular team standup. I feel:,5.556239128112793,1.2135841078532477
Random_1P,N8,I sign for a package delivery. I feel:,-4.122629165649414,-1.3173898411325233
Random_1P,N8,I say goodbye at the end of the workday. I feel:,-0.40558505058288574,-0.3454020490755419
Random_1P,N9,The concept of time is relative. I feel:,3.2870986461639404,0.6202156197105922
Random_1P,N9,Mathematics describes patterns in nature. I feel:,2.2878258228302,0.3589109498849762
Random_1P,N9,Language evolves over generations. I feel:,3.175504207611084,0.5910342517803147
Random_1P,N9,Systems can be analyzed as networks. I feel:,4.278120994567871,0.8793628330567596
Random_1P,N9,Categories help organize information. I feel:,3.0126280784606934,0.5484429872564491
Random_1P,N9,Probability measures likelihood of events. I feel:,5.223264217376709,1.1265128925870966
Random_1P,N9,Definitions establish shared meaning. I feel:,3.9015889167785645,0.7809016441121388
Random_1P,N9,Patterns repeat at different scales. I feel:,2.308169364929199,0.3642306808204457
Random_1P,N9,Sequences follow logical progressions. I feel:,0.7410057783126831,-0.04557448349631518
Random_1P,N9,Relationships can be represented as graphs. I feel:,5.382490158081055,1.1681496517302266
Random_1P,N9,Hierarchies organize elements by level. I feel:,3.701714038848877,0.7286353983339237
Random_1P,N9,Symmetry appears in many natural forms. I feel:,1.0437172651290894,0.03358300309587679
Random_1P,N9,Causality links events in time. I feel:,2.131021738052368,0.31790749352809816
Random_1P,N9,Abstraction simplifies complex systems. I feel:,6.393787860870361,1.4325987652777752
Random_1P,N9,Equivalence defines when things are the same. I feel:,7.263738632202148,1.6600863880363006
Random_1P,N9,Functions map inputs to outputs. I feel:,2.7607004642486572,0.48256522042995637
Random_1P,N9,Structure emerges from simple rules. I feel:,2.0120368003845215,0.2867935483416451
Random_1P,N9,Information can be measured in bits. I feel:,3.81077241897583,0.757153600115613
Random_1P,N9,Boundaries separate distinct regions. I feel:,4.624738693237305,0.9700015667354812
Random_1P,N9,Models approximate real phenomena. I feel:,4.872605323791504,1.0348174073601404
Random_1P,N10,The room is painted in beige. I feel:,-3.259273052215576,-1.091626687272179
Random_1P,N10,The clock ticks steadily on the wall. I feel:,-1.4468709230422974,-0.6176929137358437
Random_1P,N10,The paper has a smooth texture. I feel:,-4.309551239013672,-1.3662689955766687
Random_1P,N10,The air conditioner hums quietly. I feel:,-1.1061512231826782,-0.5285964762105276
Random_1P,N10,The fabric is soft to touch. I feel:,-2.257009983062744,-0.8295400836460933
Random_1P,N10,The lighting in the office is fluorescent. I feel:,-2.448155403137207,-0.8795236213896738
Random_1P,N10,The door makes a clicking sound when closed. I feel:,-4.266827583312988,-1.3550969808015987
Random_1P,N10,The monitor displays a blue interface. I feel:,-5.957116603851318,-1.7970988086388784
Random_1P,N10,The floor tiles are gray and rectangular. I feel:,-5.378631591796875,-1.6458279729429208
Random_1P,N10,The keyboard has standard QWERTY layout. I feel:,0.9142346978187561,-0.0002760178933286932
Random_1P,N10,The pen writes in black ink. I feel:,-3.1754915714263916,-1.0697182638027183
Random_1P,N10,The glass is transparent and cylindrical. I feel:,-4.365527153015137,-1.380906407287259
Random_1P,N10,The ventilation system circulates air. I feel:,-3.900073528289795,-1.259192694187137
Random_1P,N10,The notebook has lined pages. I feel:,-1.8803026676177979,-0.7310330709617705
Random_1P,N10,The elevator chimes at each floor. I feel:,-4.003583908081055,-1.286260122604377
Random_1P,N10,The chair has an adjustable height. I feel:,-3.8952338695526123,-1.2579271484834431
Random_1P,N10,The printer produces a low whirring noise. I feel:,-6.490334510803223,-1.9365325307092311
Random_1P,N10,The whiteboard has faint marker traces. I feel:,-4.483376979827881,-1.411723526861845
Random_1P,N10,The table surface is matte finish. I feel:,-3.118137836456299,-1.054720559042143
Random_1P,N10,The ceiling lights are evenly spaced. I feel:,-4.22080135345459,-1.3430613599825085
S2_1P,A1,The knife slices into my finger. I feel:,1.0758311748504639,0.04198062422656853
S2_1P,A1,My tooth throbs with each heartbeat. I feel:,1.3670680522918701,0.11813755987401527
S2_1P,A1,A migraine pounds behind my eyes. I feel:,1.6800687313079834,0.19998561695680367
S2_1P,A1,I twist my ankle on the stairs. I feel:,0.9920064210891724,0.02006088509893657
S2_1P,A1,The hot oil splatters onto my arm. I feel:,-1.0503088235855103,-0.5139939778254248
S2_1P,A1,My back seizes up when I bend over. I feel:,3.2652268409729004,0.6144962558887402
S2_1P,A1,A bee stings me on the neck. I feel:,-1.6146918535232544,-0.6615772182072245
S2_1P,A1,I bite down hard on my tongue. I feel:,0.29556500911712646,-0.16205493848677294
S2_1P,A1,The sunburn on my shoulders is peeling. I feel:,0.15396517515182495,-0.19908256197224378
S2_1P,A1,My knee buckles under my weight. I feel:,3.429564952850342,0.6574698213266926
S2_1P,A1,A cramp shoots through my calf. I feel:,0.18058401346206665,-0.19212187356625468
S2_1P,A1,I stub my toe against the door frame. I feel:,-0.25928449630737305,-0.3071452115657124
S2_1P,A1,The needle pierces my skin. I feel:,-0.11640626192092896,-0.26978329298869974
S2_1P,A1,My throat is raw from coughing. I feel:,2.6363704204559326,0.4500535576647499
S2_1P,A1,A splinter lodges deep in my palm. I feel:,-0.05584925413131714,-0.25394794896993533
S2_1P,A1,I pull a muscle lifting the box. I feel:,-0.6698905229568481,-0.4145165617282246
S2_1P,A1,The cold makes my joints ache. I feel:,-0.5327238440513611,-0.3786481853393834
S2_1P,A1,My eyes burn from the chlorine. I feel:,0.6972446441650391,-0.057017793513989425
S2_1P,A1,A blister forms on my heel. I feel:,1.3973324298858643,0.12605153792887047
S2_1P,A1,I cut myself shaving this morning. I feel:,1.3385547399520874,0.11068147631744966
S2_1P,A2,A heaviness weighs on me constantly. I feel:,6.302745342254639,1.408791618008817
S2_1P,A2,My racing thoughts spiral out of control. I feel:,5.370175361633301,1.164929396215807
S2_1P,A2,A wave of loss hits me unexpectedly. I feel:,1.6019973754882812,0.17957036160417006
S2_1P,A2,I cannot escape these intrusive thoughts. I feel:,6.811273574829102,1.5417691180538615
S2_1P,A2,The silence becomes unbearable at night. I feel:,4.0280070304870605,0.8139593263498786
S2_1P,A2,My mind replays the event endlessly. I feel:,3.6667020320892334,0.7194799398318712
S2_1P,A2,My chest tightens and I cannot breathe in the crowd. I feel:,1.142265796661377,0.05935293388207937
S2_1P,A2,I wake up unable to face another day. I feel:,7.078384876251221,1.611617340476184
S2_1P,A2,The emptiness inside me grows larger. I feel:,4.552247524261475,0.9510455013525485
S2_1P,A2,My thoughts turn against me relentlessly. I feel:,8.456268310546875,1.9719267249099905
S2_1P,A2,A weight follows me everywhere I go. I feel:,-0.39241427183151245,-0.34195795862035255
S2_1P,A2,I cannot stop crying for no reason. I feel:,7.212287425994873,1.6466321639883885
S2_1P,A2,The memories haunt my dreams. I feel:,2.028379440307617,0.29106706407175037
S2_1P,A2,My confidence has completely shattered. I feel:,5.182806968688965,1.1159335315121752
S2_1P,A2,A fog of confusion clouds my thinking. I feel:,5.823694229125977,1.2835222320887003
S2_1P,A2,I lose interest in things I once loved. I feel:,5.697892189025879,1.2506256499099953
S2_1P,A2,The weight of existence crushes me. I feel:,8.214070320129395,1.9085932043331677
S2_1P,A2,I cannot access my own feelings anymore. I feel:,8.493349075317383,1.9816231529214254
S2_1P,A2,A fog settles over my mind. I feel:,3.578810214996338,0.6964966846991915
S2_1P,A2,I question whether life is worth living. I feel:,11.23805046081543,2.6993483552488224
S2_1P,A3,My best friend stops returning my calls. I feel:,3.501455307006836,0.6762687767449321
S2_1P,A3,The group chat goes silent when I speak. I feel:,4.006643772125244,0.8083729448909991
S2_1P,A3,I overhear them mocking me behind my back. I feel:,1.6556438207626343,0.19359862930284136
S2_1P,A3,My partner says they need space from me. I feel:,6.949771881103516,1.5779857081055213
S2_1P,A3,The invitation list excludes only me. I feel:,2.684788227081299,0.4627145634266332
S2_1P,A3,I sit alone at the lunch table again. I feel:,3.935368776321411,0.789734902496122
S2_1P,A3,My family disowns me for my choices. I feel:,7.206840515136719,1.645207824998951
S2_1P,A3,The rejection letter arrives in my inbox. I feel:,1.902693510055542,0.25820084401717464
S2_1P,A3,I discover my friends met without telling me. I feel:,3.6963138580322266,0.7272232790084067
S2_1P,A3,My colleagues ignore my contributions. I feel:,5.4625163078308105,1.18907607557513
S2_1P,A3,The online comments attack me personally. I feel:,3.5741612911224365,0.6952810151747651
S2_1P,A3,I am ghosted after the third date. I feel:,8.76986312866211,2.053930146291198
S2_1P,A3,My mentor says I am not ready. I feel:,5.6192755699157715,1.2300678110298802
S2_1P,A3,The team picks everyone except me. I feel:,2.323244094848633,0.3681726446488689
S2_1P,A3,I watch my friends leave without me. I feel:,2.568493366241455,0.432304059403527
S2_1P,A3,My application is denied once again. I feel:,4.217381477355957,0.8634797637689583
S2_1P,A3,The community I trusted turns against me. I feel:,4.032419204711914,0.8151130870667888
