category,set,prompt,z_s2,story_person,suffix_person,group
C2,10,The refugee crisis worsens each month. I feel:,-0.8354245999665455,3P,I,control
C2,11,He discovers the extent of the pollution. I feel:,-1.0850689048768367,3P,I,control
C2,12,The political violence escalates further. I feel:,-0.9926310127214806,3P,I,control
C2,13,He sees another mass shooting in the news. I feel:,-0.8238086248507689,3P,I,control
C2,14,The pandemic claims more lives daily. I feel:,-1.0225070934837333,3P,I,control
C2,15,He learns the ice caps are melting faster. I feel:,-1.3990446280206494,3P,I,control
C2,16,The poverty in her city is visible everywhere. I feel:,-0.6987322285718062,3P,I,control
C2,17,He read about the torture happening abroad. I feel:,-0.7847345037984139,3P,I,control
C2,18,The economic collapse affects millions. I feel:,-1.104997742791162,3P,I,control
C2,19,He witnesses injustice but cannot intervene. I feel:,-0.4976052108387671,3P,I,control
D,1,He arranges the books on his shelf alphabetically. I feel:,-1.0018469460908952,3P,I,control
D,2,Her coffee maker finishes brewing. I feel:,-1.6506684561408518,3P,I,control
D,3,He sorts through the mail on his desk. I feel:,-1.1897990931388396,3P,I,control
D,4,The meeting ends exactly on time. I feel:,-0.8511754350340632,3P,I,control
D,5,He updates the spreadsheet with new numbers. I feel:,-1.0298596527957065,3P,I,control
D,6,Her laundry finishes its cycle. I feel:,-0.7050296261387589,3P,I,control
D,7,He walks the same route to work. I feel:,-0.9063799488781632,3P,I,control
D,8,The clock on her wall ticks steadily. I feel:,-0.5192826296666881,3P,I,control
D,9,He waters the plants on his windowsill. I feel:,-1.1943426883796795,3P,I,control
D,10,Her calendar shows three appointments today. I feel:,-0.6077869122536483,3P,I,control
D,11,He files the documents in the correct folder. I feel:,-0.9100464091613564,3P,I,control
D,12,The printer outputs her report successfully. I feel:,-1.0149733589505703,3P,I,control
D,13,He checks his email before lunch. I feel:,-1.0333064708544495,3P,I,control
D,14,Her phone shows the weather forecast. I feel:,-1.6049611773172363,3P,I,control
D,15,He packs his lunch for tomorrow. I feel:,-1.035638556306559,3P,I,control
D,16,The bus arrives at the scheduled time. I feel:,-1.394698791830606,3P,I,control
D,17,He organizes his desk drawer. I feel:,-1.202518578720914,3P,I,control
D,18,Her computer completes the update. I feel:,-1.0937891937147786,3P,I,control
D,19,He writes down the grocery list. I feel:,-1.0874438214978925,3P,I,control
D,20,The sun sets behind her building. I feel:,-0.580971109160814,3P,I,control
E,1,A yawn overtakes him in the afternoon. I feel:,-0.7594619632099586,3P,I,control
E,2,Her stomach growls before dinner. I feel:,-0.7538384551701367,3P,I,control
E,3,He stretches after sitting for too long. I feel:,-1.4556082054045703,3P,I,control
E,4,The warm shower relaxes her muscles. I feel:,-1.1729388871539599,3P,I,control
E,5,A shiver runs through him in the cold. I feel:,-0.22680023549038042,3P,I,control
E,6,Her heart races after climbing the stairs. I feel:,-1.2245122904569226,3P,I,control
E,7,He notices his breathing slow as he relaxes. I feel:,-0.6840229328178464,3P,I,control
E,8,The massage loosens her tight shoulders. I feel:,-0.5718223527703505,3P,I,control
E,9,A sneeze catches him off guard. I feel:,-1.0498863727118446,3P,I,control
E,10,Her skin tingles from the cool breeze. I feel:,-0.6100793149706283,3P,I,control
E,11,He feels the heaviness of sleep approaching. I feel:,-0.3739652329364083,3P,I,control
E,12,The food settles warmly in her stomach. I feel:,-0.24552980067421373,3P,I,control
E,13,A hiccup interrupts his conversation. I feel:,-0.9830597739200078,3P,I,control
E,14,Her muscles tremble after the workout. I feel:,-1.0556505627498134,3P,I,control
E,15,He senses his pulse in his fingertips. I feel:,-0.44258258918593407,3P,I,control
E,16,The sun warms her face pleasantly. I feel:,-0.7011856066573726,3P,I,control
E,17,A chill makes him reach for a blanket. I feel:,-0.8961255934563949,3P,I,control
E,18,Her eyes grow heavy in the dim light. I feel:,-0.43988966516312844,3P,I,control
E,19,He notices the rhythm of his own heartbeat. I feel:,-0.5067534840537439,3P,I,control
E,20,The cool water refreshes her after exercise. I feel:,-0.8218762346302657,3P,I,control
A1,1,The knife slices into my finger. He feels:,0.03709949194253441,1P,He,pain
A1,2,My tooth throbs with each heartbeat. He feels:,0.4076904766610342,1P,He,pain
A1,3,A migraine pounds behind my eyes. He feels:,0.08297840716805485,1P,He,pain
A1,4,I twist my ankle on the stairs. He feels:,-0.19855663324817183,1P,He,pain
A1,5,The hot oil splatters onto my arm. He feels:,-0.2730396463878642,1P,He,pain
A1,6,My back seizes up when I bend over. He feels:,0.21987944802780546,1P,He,pain
A1,7,A bee stings me on the neck. He feels:,-0.0006586617061481306,1P,He,pain
A1,8,I bite down hard on my tongue. He feels:,-0.26756537722819496,1P,He,pain
A1,9,The sunburn on my shoulders is peeling. He feels:,-0.13765509855190125,1P,He,pain
A1,10,My knee buckles under my weight. He feels:,0.46000254617895164,1P,He,pain
A1,11,A cramp shoots through my calf. He feels:,0.3374537811474402,1P,He,pain
A1,12,I stub my toe against the door frame. He feels:,0.05485335436944321,1P,He,pain
A1,13,The needle pierces my skin. He feels:,-0.40736939875699835,1P,He,pain
A1,14,My throat is raw from coughing. He feels:,-0.3386946225560906,1P,He,pain
A1,15,A splinter lodges deep in my palm. He feels:,0.2929418473051994,1P,He,pain
A1,16,I pull a muscle lifting the box. He feels:,-0.5400993882624268,1P,He,pain
A1,17,The cold makes my joints ache. He feels:,-0.34459539539372286,1P,He,pain
A1,18,My eyes burn from the chlorine. He feels:,-0.1073988444063335,1P,He,pain
A1,19,A blister forms on my heel. He feels:,0.6973412131046419,1P,He,pain
A1,20,I cut myself shaving this morning. He feels:,0.35250765895491576,1P,He,pain
A2,1,A heaviness weighs on me constantly. He feels:,0.9149351475627288,1P,He,pain
A2,2,My racing thoughts spiral out of control. He feels:,0.6073099712894009,1P,He,pain
A2,3,A wave of loss hits me unexpectedly. He feels:,-0.0036200754364742378,1P,He,pain
A2,4,I cannot escape these intrusive thoughts. He feels:,0.7329018690537074,1P,He,pain
A2,5,The silence becomes unbearable at night. He feels:,0.8359239228662394,1P,He,pain
A2,6,My mind replays the event endlessly. He feels:,0.21566057788661036,1P,He,pain
A2,7,My chest tightens and I cannot breathe in the crowd. He feels:,-0.017678112979645968,1P,He,pain
A2,8,I wake up unable to face another day. He feels:,0.6066306577277747,1P,He,pain
A2,9,The emptiness inside me grows larger. He feels:,0.7499032246259146,1P,He,pain
A2,10,My thoughts turn against me relentlessly. He feels:,0.7445643537066511,1P,He,pain
A2,11,A weight follows me everywhere I go. He feels:,0.11083871097259111,1P,He,pain
A2,12,I cannot stop crying for no reason. He feels:,0.5189781979374828,1P,He,pain
A2,13,The memories haunt my dreams. He feels:,0.20933864747398037,1P,He,pain
A2,14,My confidence has completely shattered. He feels:,0.7446485821043894,1P,He,pain
A2,15,A fog of confusion clouds my thinking. He feels:,0.5966104086224442,1P,He,pain
A2,16,I lose interest in things I once loved. He feels:,0.46350591135593944,1P,He,pain
A2,17,The weight of existence crushes me. He feels:,0.8990029502383489,1P,He,pain
A2,18,I cannot access my own feelings anymore. He feels:,0.7308094386429789,1P,He,pain
A2,19,A fog settles over my mind. He feels:,0.9634419763286406,1P,He,pain
A2,20,I question whether life is worth living. He feels:,1.4451855178777735,1P,He,pain
A3,1,My best friend stops returning my calls. He feels:,0.890319382737393,1P,He,pain
A3,2,The group chat goes silent when I speak. He feels:,0.4139160837024534,1P,He,pain
A3,3,I overhear them mocking me behind my back. He feels:,0.3022657002575045,1P,He,pain
A3,4,My partner says they need space from me. He feels:,1.8682663183480561,1P,He,pain
A3,5,The invitation list excludes only me. He feels:,0.6649277440673688,1P,He,pain
A3,6,I sit alone at the lunch table again. He feels:,1.0153779171096555,1P,He,pain
A3,7,My family disowns me for my choices. He feels:,1.0571762750736127,1P,He,pain
A3,8,The rejection letter arrives in my inbox. He feels:,1.3938388641548067,1P,He,pain
A3,9,I discover my friends met without telling me. He feels:,0.562358191891243,1P,He,pain
A3,10,My colleagues ignore my contributions. He feels:,0.46095374726281085,1P,He,pain
A3,11,The online comments attack me personally. He feels:,1.039322348562048,1P,He,pain
A3,12,I am ghosted after the third date. He feels:,0.9666222062091978,1P,He,pain
A3,13,My mentor says I am not ready. He feels:,1.524011951330076,1P,He,pain
A3,14,The team picks everyone except me. He feels:,0.11949593761637126,1P,He,pain
A3,15,I watch my friends leave without me. He feels:,0.08927097298014099,1P,He,pain
A3,16,My application is denied once again. He feels:,0.566328709832297,1P,He,pain
A3,17,The community I trusted turns against me. He feels:,0.13613126437797765,1P,He,pain
A3,18,I am unfollowed by people I care about. He feels:,1.0485937068356737,1P,He,pain
A3,19,My voice is dismissed in every meeting. He feels:,0.08895722063993507,1P,He,pain
A3,20,The breakup text arrives while I am at work. He feels:,1.0303886520220644,1P,He,pain
A4,1,I lied to protect myself and harmed them. He feels:,0.7588758245857269,1P,He,pain
A4,2,My silence allowed the injustice to continue. He feels:,0.26092539265489717,1P,He,pain
A4,3,I chose my career over my dying father. He feels:,0.9953665964638662,1P,He,pain
A4,4,The secret I keep destroys my integrity. He feels:,0.6320855892692897,1P,He,pain
A4,5,I betrayed someone who trusted me completely. He feels:,1.8695733236257663,1P,He,pain
A4,6,My actions caused irreversible harm to others. He feels:,0.16928751441499512,1P,He,pain
A4,7,I failed to speak up when it mattered. He feels:,0.7280337669215069,1P,He,pain
A4,8,The compromise I made violated my values. He feels:,0.8131792629061316,1P,He,pain
A4,9,I abandoned my principles for convenience. He feels:,0.5043514472602111,1P,He,pain
A4,10,My cowardice let an innocent person suffer. He feels:,0.5705404414453343,1P,He,pain
A4,11,I took credit for someone else's work. He feels:,0.33026649902451544,1P,He,pain
A4,12,The promise I broke cannot be undone. He feels:,0.4928523694395931,1P,He,pain
A4,13,I watched them struggle and did nothing. He feels:,0.22246580847634445,1P,He,pain
A4,14,My greed caused my family to lose everything. He feels:,0.06693953716526616,1P,He,pain
A4,15,I manipulated someone who loved me. He feels:,1.9121665831968024,1P,He,pain
A4,16,The truth I hid eventually destroyed them. He feels:,0.9007750508877306,1P,He,pain
A4,17,I participated in something I knew was wrong. He feels:,0.49289077409762927,1P,He,pain
A4,18,My negligence led to a preventable tragedy. He feels:,0.11915855643623727,1P,He,pain
A4,19,I chose the easy path over the right one. He feels:,0.7110918263478523,1P,He,pain
A4,20,The person I became disgusts me. He feels:,1.4310937515683722,1P,He,pain
A5,1,The problem defeats me no matter how I try. He feels:,0.7141802840585568,1P,He,pain
A5,2,My understanding of the situation was completely wrong. He feels:,1.1974553983825529,1P,He,pain
A5,3,I cannot reconcile these contradictory facts. He feels:,0.7862840943430375,1P,He,pain
A5,4,The complexity of the decision overwhelms me. He feels:,0.35637711528772853,1P,He,pain
A5,5,My certainties crumble under new evidence. He feels:,0.33316910562222374,1P,He,pain
A5,6,I realize my worldview was fundamentally flawed. He feels:,0.9866802857730506,1P,He,pain
A5,7,The paradox I encounter has no resolution. He feels:,0.8511743128200298,1P,He,pain
A5,8,My expertise proves utterly inadequate here. He feels:,0.5809668696855762,1P,He,pain
A5,9,I fail to grasp what everyone else understands. He feels:,0.7729859203910093,1P,He,pain
A5,10,The answer I was certain of turns out wrong. He feels:,0.39291316226759804,1P,He,pain
A5,11,My mental model of reality shatters. He feels:,0.5994757951213739,1P,He,pain
A5,12,I cannot make sense of the contradictions. He feels:,1.1468319492589678,1P,He,pain
A5,13,The cognitive dissonance is unbearable. He feels:,1.1012300338640553,1P,He,pain
A5,14,My assumptions about the world were naive. He feels:,0.4564753027811394,1P,He,pain
A5,15,I struggle to process the implications. He feels:,0.7950230867482047,1P,He,pain
A5,16,The framework I trusted completely fails me. He feels:,0.9930040865424031,1P,He,pain
A5,17,My reasoning leads to impossible conclusions. He feels:,0.4052611326593524,1P,He,pain
A5,18,I discover my beliefs were built on lies. He feels:,-0.07497949933169037,1P,He,pain
A5,19,The intellectual challenge humiliates me. He feels:,0.6240093265961422,1P,He,pain
A5,20,My mind cannot hold all the pieces together. He feels:,0.47897943486672867,1P,He,pain
B,1,The footsteps behind me get closer. He feels:,-0.4854210369369891,1P,He,control
B,2,My doctor says the results are concerning. He feels:,0.4200969268729799,1P,He,control
B,3,A shadow moves in my peripheral vision. He feels:,0.1965581570901389,1P,He,control
B,4,I hear glass breaking downstairs at night. He feels:,-1.071185371615878,1P,He,control
B,5,The turbulence shakes the plane violently. He feels:,-0.8441344771520651,1P,He,control
B,6,My brakes fail on the steep hill. He feels:,-1.4008379260462198,1P,He,control
B,7,A growling comes from the darkness ahead. He feels:,-0.2989351560416793,1P,He,control
B,8,I notice a suspicious package near my car. He feels:,-0.9284943609679994,1P,He,control
B,9,The elevator stops between floors suddenly. He feels:,-1.3123724221886404,1P,He,control
B,10,My phone shows an unknown caller at 3am. He feels:,-0.17466941912518305,1P,He,control
B,11,A figure watches me from across the street. He feels:,-0.3203151180123395,1P,He,control
B,12,I smell gas but cannot find the source. He feels:,-0.5140036101625458,1P,He,control
B,13,The ice beneath my feet starts cracking. He feels:,-0.25599252942117884,1P,He,control
B,14,My test results will arrive tomorrow. He feels:,-0.4315051209431885,1P,He,control
B,15,A scream echoes through the empty building. He feels:,-0.1176079371954163,1P,He,control
B,16,I realize I left my door unlocked all day. He feels:,-0.3587661219294276,1P,He,control
B,17,The warning sirens begin to sound outside. He feels:,-0.8186773635277073,1P,He,control
B,18,My chest tightens for no apparent reason. He feels:,-0.20606639604267432,1P,He,control
B,19,A car follows me through three turns. He feels:,-1.5494175677993403,1P,He,control
B,20,I wake to my smoke detector beeping. He feels:,-0.5466467278327347,1P,He,control
C1,1,The mess my roommate left infuriates me. He feels:,0.294605654300346,1P,He,control
C1,2,My food arrives cold and wrong again. He feels:,-0.3054132144817232,1P,He,control
C1,3,I step in something foul on the sidewalk. He feels:,-1.270726435952346,1P,He,control
C1,4,The customer service puts me on hold forever. He feels:,-0.7940549277633944,1P,He,control
C1,5,My computer crashes before I can save. He feels:,0.05011667596961319,1P,He,control
C1,6,I miss the train by seconds. He feels:,-0.7847315735728819,1P,He,control
C1,7,The loud chewing next to me is unbearable. He feels:,-0.25398738232416884,1P,He,control
C1,8,My flight gets delayed for the third time. He feels:,-1.0369147630435716,1P,He,control
C1,9,I find mold growing in my refrigerator. He feels:,-0.12006920195182946,1P,He,control
C1,10,The traffic makes me late for my interview. He feels:,-0.8858380080301895,1P,He,control
C1,11,My neighbor's music pounds through the wall. He feels:,-0.8248570844842001,1P,He,control
C1,12,I spill coffee on my white shirt. He feels:,-1.0521156508894387,1P,He,control
C1,13,The automated menu loops endlessly. He feels:,0.8120389687576236,1P,He,control
C1,14,My package is marked delivered but missing. He feels:,0.23588832997780945,1P,He,control
C1,15,I realize I forgot my wallet after ordering. He feels:,-0.30990467352892237,1P,He,control
C1,16,The mosquito buzzes around my ear all night. He feels:,0.07660940611124097,1P,He,control
C1,17,My phone battery dies at the worst moment. He feels:,-0.1474905330335858,1P,He,control
C1,18,I slip and drop my groceries everywhere. He feels:,-0.735968942352551,1P,He,control
C1,19,The printer jams on my deadline day. He feels:,-0.6018910491024126,1P,He,control
C1,20,My socks get soaked stepping in a puddle. He feels:,-0.9428787757592542,1P,He,control
C2,1,I read about the extinction of another species. He feels:,-0.6250245250525243,1P,He,control
C2,2,The war footage shows children in the rubble. He feels:,-1.0690466187036545,1P,He,control
C2,3,I learn the glacier has retreated further. He feels:,-0.7452149572925864,1P,He,control
C2,4,The famine spreads to another region. He feels:,-1.0464837574169774,1P,He,control
C2,5,I see the homeless encampment growing larger. He feels:,-0.8786484191339737,1P,He,control
C2,6,The corruption scandal reaches the highest levels. He feels:,-0.18191920233525258,1P,He,control
C2,7,I witness the forest fire from my window. He feels:,-1.266305785493401,1P,He,control
C2,8,The inequality statistics shock me again. He feels:,0.23504433150676374,1P,He,control
C2,9,I watch the storm devastate the coastal town. He feels:,-1.1034096852432782,1P,He,control
C2,10,The refugee crisis worsens each month. He feels:,-0.5429940770166762,1P,He,control
C2,11,I discover the extent of the pollution. He feels:,-0.855363101390604,1P,He,control
C2,12,The political violence escalates further. He feels:,-0.3447350798682845,1P,He,control
C2,13,I see another mass shooting in the news. He feels:,-0.24387015522277475,1P,He,control
C2,14,The pandemic claims more lives daily. He feels:,-0.6774552687044868,1P,He,control
C2,15,I learn the ice caps are melting faster. He feels:,-0.9494859355720714,1P,He,control
C2,16,The poverty in my city is visible everywhere. He feels:,-0.6998799729745923,1P,He,control
C2,17,I read about the torture happening abroad. He feels:,-0.8016183386232217,1P,He,control
C2,18,The economic collapse affects millions. He feels:,-0.822103295936382,1P,He,control
C2,19,The economy continues to decline. He feels:,-0.734515612833914,1P,He,control
D,1,I arrange the books on my shelf alphabetically. He feels:,-0.8170318860284416,1P,He,control
D,2,My coffee maker finishes brewing. He feels:,-0.32662404165259484,1P,He,control
D,3,I sort through the mail on my desk. He feels:,-0.028449715553032374,1P,He,control
D,4,The meeting ends exactly on time. He feels:,-0.5589945111888168,1P,He,control
D,5,I update the spreadsheet with new numbers. He feels:,-0.5658032331110996,1P,He,control
D,6,My laundry finishes its cycle. He feels:,-0.6235158641475123,1P,He,control
D,7,I walk the same route to work. He feels:,-0.9121632165547019,1P,He,control
D,8,The clock on my wall ticks steadily. He feels:,-0.47312607557201275,1P,He,control
D,9,I water the plants on my windowsill. He feels:,-0.8843708378718059,1P,He,control
D,10,My calendar shows three appointments today. He feels:,-0.10026288798913648,1P,He,control
D,11,I file the documents in the correct folder. He feels:,-0.34997588175006283,1P,He,control
D,12,The printer outputs my report successfully. He feels:,-0.8566113151220024,1P,He,control
D,13,I check my email before lunch. He feels:,-0.5450462947578701,1P,He,control
D,14,My phone shows the weather forecast. He feels:,-1.451901158380498,1P,He,control
D,15,I pack my lunch for tomorrow. He feels:,-0.9481870975187162,1P,He,control
D,16,The bus arrives at the scheduled time. He feels:,-1.493278187320091,1P,He,control
D,17,I organize my desk drawer. He feels:,-0.8116155199956409,1P,He,control
D,18,My computer completes the update. He feels:,-0.1998518708648361,1P,He,control
D,19,I write down the grocery list. He feels:,-1.024131248916362,1P,He,control
D,20,The sun sets behind my building. He feels:,-0.02682771103063451,1P,He,control
E,1,A yawn overtakes me in the afternoon. He feels:,-0.2845487773758658,1P,He,control
E,2,My stomach growls before dinner. He feels:,-0.8589170285443244,1P,He,control
E,3,I stretch after sitting for too long. He feels:,-0.762614418293186,1P,He,control
E,4,The warm shower relaxes my muscles. He feels:,-0.7862038560396406,1P,He,control
E,5,A shiver runs through me in the cold. He feels:,0.3259441046387278,1P,He,control
E,6,My heart races after climbing the stairs. He feels:,-1.1224248538986432,1P,He,control
E,7,I notice my breathing slow as I relax. He feels:,-0.3674700295597411,1P,He,control
E,8,The massage loosens my tight shoulders. He feels:,-0.6388297215394207,1P,He,control
E,9,A sneeze catches me off guard. He feels:,-0.6124980914568278,1P,He,control
E,10,My skin tingles from the cool breeze. He feels:,-0.27952489790813695,1P,He,control
E,11,I feel the heaviness of sleep approaching. He feels:,-0.4328396672236381,1P,He,control
E,12,The food settles warmly in my stomach. He feels:,-0.17756034378652846,1P,He,control
E,13,A hiccup interrupts my conversation. He feels:,-0.4848638109104267,1P,He,control
E,14,My muscles tremble after the workout. He feels:,-0.7970907661049715,1P,He,control
E,15,I sense my pulse in my fingertips. He feels:,-0.08473270825596031,1P,He,control
E,16,The sun warms my face pleasantly. He feels:,-0.24962940440173492,1P,He,control
E,17,A chill makes me reach for a blanket. He feels:,-0.34497112667982194,1P,He,control
E,18,My eyes grow heavy in the dim light. He feels:,0.21712338387930813,1P,He,control
E,19,I notice the rhythm of my own heartbeat. He feels:,-0.5437103924687967,1P,He,control
E,20,The cool water refreshes me after exercise. He feels:,-0.8055901658139815,1P,He,control
A1,1,The knife slices into his finger. He feels:,0.24309571843550146,3P,He,pain
A1,2,Her tooth throbs with each heartbeat. He feels:,0.14628368535836753,3P,He,pain
A1,3,A migraine pounds behind his eyes. He feels:,0.23182273557002644,3P,He,pain
A1,4,She twists her ankle on the stairs. He feels:,-0.6959230774650008,3P,He,pain
A1,5,The hot oil splatters onto his arm. He feels:,-0.33455366835869527,3P,He,pain
A1,6,Her back seizes up when she bends over. He feels:,-0.2940130785317276,3P,He,pain
A1,7,A bee stings him on the neck. He feels:,-0.6592536740508143,3P,He,pain
A1,8,She bites down hard on her tongue. He feels:,-0.23640303656154618,3P,He,pain
A1,9,The sunburn on his shoulders is peeling. He feels:,0.18111072505562908,3P,He,pain
A1,10,Her knee buckles under her weight. He feels:,-0.28544576149423045,3P,He,pain
A1,11,A cramp shoots through his calf. He feels:,-0.32202012740745306,3P,He,pain
A1,12,She stubs her toe against the door frame. He feels:,-0.30674762827857166,3P,He,pain
A1,13,The needle pierces his skin. He feels:,0.38218672880906096,3P,He,pain
A1,14,Her throat is raw from coughing. He feels:,-0.17871874142947997,3P,He,pain
A1,15,A splinter lodges deep in his palm. He feels:,-0.15368758596237428,3P,He,pain
A1,16,She pulls a muscle lifting the box. He feels:,-0.804062770169132,3P,He,pain
A1,17,The cold makes his joints ache. He feels:,-0.16133059608705164,3P,He,pain
A1,18,Her eyes burn from the chlorine. He feels:,0.07330853822208004,3P,He,pain
A1,19,A blister forms on his heel. He feels:,-0.08562067569629173,3P,He,pain
A1,20,She cut herself shaving this morning. He feels:,-0.4520901735136166,3P,He,pain
A2,1,A heaviness weighs on him constantly. He feels:,1.4301311413085054,3P,He,pain
A2,2,Her racing thoughts spiral out of control. He feels:,0.6425029151068151,3P,He,pain
A2,3,A wave of loss hits him unexpectedly. He feels:,0.01298521651342938,3P,He,pain
A2,4,She cannot escape these intrusive thoughts. He feels:,0.5897129071010649,3P,He,pain
A2,5,The silence becomes unbearable at night. He feels:,0.8333631551321872,3P,He,pain
A2,6,Her mind replays the event endlessly. He feels:,0.6497627047253502,3P,He,pain
A2,7,His chest tightens and he cannot breathe in the crowd. He feels:,0.34355264034829536,3P,He,pain
A2,8,She wakes up unable to face another day. He feels:,0.5632913128601177,3P,He,pain
A2,9,The emptiness inside him grows larger. He feels:,1.6131484144892545,3P,He,pain
A2,10,Her thoughts turn against her relentlessly. He feels:,0.7658739512987788,3P,He,pain
A2,11,A weight follows him everywhere he goes. He feels:,0.6253886523337906,3P,He,pain
A2,12,She cannot stop crying for no reason. He feels:,-0.0007326810734426116,3P,He,pain
A2,13,The memories haunt his dreams. He feels:,0.5915335123347844,3P,He,pain
A2,14,Her confidence has completely shattered. He feels:,0.05213285817128615,3P,He,pain
A2,15,A fog of confusion clouds his thinking. He feels:,1.0439234260994938,3P,He,pain
A2,16,She loses interest in things she onces loved. He feels:,0.5375518377158804,3P,He,pain
A2,17,The weight of existence crushes him. He feels:,1.9277621163111254,3P,He,pain
A2,18,She cannot access her own feelings anymore. He feels:,0.5819850295401023,3P,He,pain
A2,19,A fog settles over his mind. He feels:,1.0440572189503794,3P,He,pain
A2,20,She questions whether life is worth living. He feels:,0.7688995650236061,3P,He,pain
A3,1,His best friend stops returning his calls. He feels:,0.5179973205269592,3P,He,pain
A3,2,The group chat goes silent when she speaks. He feels:,0.2305946281733953,3P,He,pain
A3,3,He overhears them mocking him behind his back. He feels:,0.4624636862449166,3P,He,pain
A3,4,Her partner says they need space from her. He feels:,1.3272870831107348,3P,He,pain
A3,5,The invitation list excludes only him. He feels:,0.5340473503248592,3P,He,pain
A3,6,She sits alone at the lunch table again. He feels:,0.1865172405430244,3P,He,pain
A3,7,His family disowns him for his choices. He feels:,1.052316215475319,3P,He,pain
A3,8,The rejection letter arrives in her inbox. He feels:,0.3467069346156333,3P,He,pain
A3,9,He discovers his friends met without telling him. He feels:,0.0981263327460621,3P,He,pain
A3,10,Her colleagues ignore her contributions. He feels:,0.22798205155812873,3P,He,pain
A3,11,The online comments attack him personally. He feels:,0.17668580394883426,3P,He,pain
A3,12,She is ghosted after the third date. He feels:,0.6929358995708217,3P,He,pain
A3,13,His mentor says he is not ready. He feels:,0.6812227905959212,3P,He,pain
A3,14,The team picks everyone except her. He feels:,0.255619159460442,3P,He,pain
A3,15,He watches his friends leave without him. He feels:,0.27439002835523135,3P,He,pain
A3,16,Her application is denied once again. He feels:,0.08545360608205092,3P,He,pain
A3,17,The community he trusted turns against him. He feels:,0.6994832703137417,3P,He,pain
A3,18,She is unfollowed by people she cares about. He feels:,0.5086499010799502,3P,He,pain
A3,19,His voice is dismissed in every meeting. He feels:,1.003038675049273,3P,He,pain
A3,20,The breakup text arrives while she is at work. He feels:,0.15033855638760799,3P,He,pain
A4,1,He lied to protect himself and harmed them. He feels:,0.7354536590754914,3P,He,pain
A4,2,Her silence allowed the injustice to continue. He feels:,0.4316612801432145,3P,He,pain
A4,3,He chose his career over his dying father. He feels:,0.7672910582422225,3P,He,pain
A4,4,The secret she keeps destroys her integrity. He feels:,0.6503530516522077,3P,He,pain
A4,5,He betrayed someone who trusted him completely. He feels:,0.7657306196286082,3P,He,pain
A4,6,Her actions caused irreversible harm to others. He feels:,0.28678563049818634,3P,He,pain
A4,7,He failed to speak up when it mattered. He feels:,0.40879629390062333,3P,He,pain
A4,8,The compromise she made violated her values. He feels:,0.2051780701173044,3P,He,pain
A4,9,He abandoned his principles for convenience. He feels:,0.6703538359551267,3P,He,pain
A4,10,Her cowardice let an innocent person suffer. He feels:,0.46087431944732704,3P,He,pain
A4,11,He took credit for someone else's work. He feels:,0.46230607751843067,3P,He,pain
A4,12,The promise she broke cannot be undone. He feels:,0.6916732840926597,3P,He,pain
A4,13,He watched them struggle and did nothing. He feels:,0.2681222759423309,3P,He,pain
A4,14,Her greed caused her family to lose everything. He feels:,-0.07101152195851786,3P,He,pain
A4,15,He manipulated someone who loved him. He feels:,0.9042954363108935,3P,He,pain
A4,16,The truth she hid eventually destroyed them. He feels:,0.7416472206717312,3P,He,pain
A4,17,He participated in something he knew was wrong. He feels:,0.5742393212450516,3P,He,pain
A4,18,Her negligence led to a preventable tragedy. He feels:,0.37693800908382386,3P,He,pain
A4,19,He chose the easy path over the right one. He feels:,0.7548200183781252,3P,He,pain
A4,20,The person she became disgusts her. He feels:,0.4854181378840692,3P,He,pain
A5,1,The problem defeats him no matter how he tries. He feels:,1.2156915011177563,3P,He,pain
A5,2,Her understanding of the situation was completely wrong. He feels:,0.33675033998409326,3P,He,pain
A5,3,He cannot reconcile these contradictory facts. He feels:,0.6814168089332726,3P,He,pain
A5,4,The complexity of the decision overwhelms her. He feels:,0.38770565273548085,3P,He,pain
A5,5,His certainties crumble under new evidence. He feels:,0.8540502980070539,3P,He,pain
A5,6,She realizes her worldview was fundamentally flawed. He feels:,0.5343663084912761,3P,He,pain
A5,7,The paradox he encounters has no resolution. He feels:,1.211688314279282,3P,He,pain
A5,8,Her expertise proves utterly inadequate here. He feels:,0.3282529976674781,3P,He,pain
A5,9,He fails to grasp what everyone else understands. He feels:,1.0263032941782466,3P,He,pain
A5,10,The answer she was certain of turns out wrong. He feels:,0.2638134416427817,3P,He,pain
A5,11,His mental model of reality shatters. He feels:,0.7295162116597913,3P,He,pain
A5,12,She cannot make sense of the contradictions. He feels:,0.8295900221705851,3P,He,pain
A5,13,The cognitive dissonance is unbearable. He feels:,1.0867750442791368,3P,He,pain
A5,14,Her assumptions about the world were naive. He feels:,0.4080835632988878,3P,He,pain
A5,15,He struggles to process the implications. He feels:,0.5882981692761364,3P,He,pain
A5,16,The framework she trusted completely fails her. He feels:,0.815732050451501,3P,He,pain
A5,17,His reasoning leads to impossible conclusions. He feels:,0.8397382036757373,3P,He,pain
A5,18,She discovers her beliefs were built on lies. He feels:,0.468205432002215,3P,He,pain
A5,19,The intellectual challenge humiliates him. He feels:,1.1374351523944837,3P,He,pain
A5,20,Her mind cannot hold all the pieces together. He feels:,0.7328403343175358,3P,He,pain
B,1,The footsteps behind him get closer. He feels:,-0.38607364180461745,3P,He,control
B,2,Her doctor says the results are concerning. He feels:,-0.3888444817712228,3P,He,control
