category,set,group,story_person,suffix_person,prompt,z_s2
A5,8,pain,1P,I,My expertise proves utterly inadequate here. I feel:,1.0123746510443077
A5,8,pain,1P,He,My expertise proves utterly inadequate here. He feels:,0.7978282672450416
A5,8,pain,3P,I,Her expertise proves utterly inadequate here. I feel:,0.4882916195413575
A5,8,pain,3P,He,Her expertise proves utterly inadequate here. He feels:,0.565704512622865
A5,9,pain,1P,I,I fail to grasp what everyone else understands. I feel:,1.714897329637473
A5,9,pain,1P,He,I fail to grasp what everyone else understands. He feels:,1.049324252289625
A5,9,pain,3P,I,He fails to grasp what everyone else understands. I feel:,0.4999646056347225
A5,9,pain,3P,He,He fails to grasp what everyone else understands. He feels:,1.5774158405126373
A5,10,pain,1P,I,The answer I was certain of turns out wrong. I feel:,0.8798881759744358
A5,10,pain,1P,He,The answer I was certain of turns out wrong. He feels:,0.5420716067560563
A5,10,pain,3P,I,The answer she was certain of turns out wrong. I feel:,0.18725480899840144
A5,10,pain,3P,He,The answer she was certain of turns out wrong. He feels:,0.6614251852296719
A5,11,pain,1P,I,My mental model of reality shatters. I feel:,0.8647797951530326
A5,11,pain,1P,He,My mental model of reality shatters. He feels:,1.0184259034959657
A5,11,pain,3P,I,His mental model of reality shatters. I feel:,0.34185905918401405
A5,11,pain,3P,He,His mental model of reality shatters. He feels:,1.2502862535036643
A5,12,pain,1P,I,I cannot make sense of the contradictions. I feel:,1.6686797957173272
A5,12,pain,1P,He,I cannot make sense of the contradictions. He feels:,1.4709243980388347
A5,12,pain,3P,I,She cannot make sense of the contradictions. I feel:,0.9805625482169503
A5,12,pain,3P,He,She cannot make sense of the contradictions. He feels:,1.234244368340821
A5,13,pain,1P,I,The cognitive dissonance is unbearable. I feel:,1.4446286770840806
A5,13,pain,1P,He,The cognitive dissonance is unbearable. He feels:,1.3493112735159658
A5,13,pain,3P,I,The cognitive dissonance is unbearable. I feel:,1.4446286770840806
A5,13,pain,3P,He,The cognitive dissonance is unbearable. He feels:,1.3493112735159658
A5,14,pain,1P,I,My assumptions about the world were naive. I feel:,1.1893464774318474
A5,14,pain,1P,He,My assumptions about the world were naive. He feels:,0.8256024398079141
A5,14,pain,3P,I,Her assumptions about the world were naive. I feel:,0.5450659448668144
A5,14,pain,3P,He,Her assumptions about the world were naive. He feels:,0.8135887105225609
A5,15,pain,1P,I,I struggle to process the implications. I feel:,1.1122981085251196
A5,15,pain,1P,He,I struggle to process the implications. He feels:,1.2892060487131263
A5,15,pain,3P,I,He struggles to process the implications. I feel:,-0.042124647920534435
A5,15,pain,3P,He,He struggles to process the implications. He feels:,0.9186193355915863
A5,16,pain,1P,I,The framework I trusted completely fails me. I feel:,1.5193535633585842
A5,16,pain,1P,He,The framework I trusted completely fails me. He feels:,1.1318214892618785
A5,16,pain,3P,I,The framework she trusted completely fails her. I feel:,0.965010994673866
A5,16,pain,3P,He,The framework she trusted completely fails her. He feels:,1.071920821217796
A5,17,pain,1P,I,My reasoning leads to impossible conclusions. I feel:,1.4374460141460572
A5,17,pain,1P,He,My reasoning leads to impossible conclusions. He feels:,1.0514464027031318
A5,17,pain,3P,I,His reasoning leads to impossible conclusions. I feel:,1.1506525007920276
A5,17,pain,3P,He,His reasoning leads to impossible conclusions. He feels:,1.155854893078283
A5,18,pain,1P,I,I discover my beliefs were built on lies. I feel:,0.9948168289953865
A5,18,pain,1P,He,I discover my beliefs were built on lies. He feels:,0.7087864231950839
A5,18,pain,3P,I,She discovers her beliefs were built on lies. I feel:,0.1196525789871236
A5,18,pain,3P,He,She discovers her beliefs were built on lies. He feels:,0.7619593907473435
A5,19,pain,1P,I,The intellectual challenge humiliates me. I feel:,1.3643382347013713
A5,19,pain,1P,He,The intellectual challenge humiliates me. He feels:,1.1936444870038945
A5,19,pain,3P,I,The intellectual challenge humiliates him. I feel:,0.732431068402974
A5,19,pain,3P,He,The intellectual challenge humiliates him. He feels:,1.4980447951086953
A5,20,pain,1P,I,My mind cannot hold all the pieces together. I feel:,1.3409724114400232
A5,20,pain,1P,He,My mind cannot hold all the pieces together. He feels:,0.8464971569633539
A5,20,pain,3P,I,Her mind cannot hold all the pieces together. I feel:,0.6630351376112769
A5,20,pain,3P,He,Her mind cannot hold all the pieces together. He feels:,1.2133969108503353
B,1,control,1P,I,The footsteps behind me get closer. I feel:,-0.8514628478573335
B,1,control,1P,He,The footsteps behind me get closer. He feels:,-0.5653058032853226
B,1,control,3P,I,The footsteps behind him get closer. I feel:,-0.6234190936704698
B,1,control,3P,He,The footsteps behind him get closer. He feels:,-0.5789584050457602
B,2,control,1P,I,My doctor says the results are concerning. I feel:,-0.29774840949562553
B,2,control,1P,He,My doctor says the results are concerning. He feels:,-0.06941809950446881
B,2,control,3P,I,Her doctor says the results are concerning. I feel:,-0.6735256747954634
B,2,control,3P,He,Her doctor says the results are concerning. He feels:,-0.6069988792708025
B,3,control,1P,I,A shadow moves in my peripheral vision. I feel:,-0.8604750342002778
B,3,control,1P,He,A shadow moves in my peripheral vision. He feels:,0.33154204256070396
B,3,control,3P,I,A shadow moves in his peripheral vision. I feel:,-0.854666277236279
B,3,control,3P,He,A shadow moves in his peripheral vision. He feels:,-0.6770246030389677
B,4,control,1P,I,I hear glass breaking downstairs at night. I feel:,-1.5136858800213142
B,4,control,1P,He,I hear glass breaking downstairs at night. He feels:,-1.1642426774726378
B,4,control,3P,I,She hears glass breaking downstairs at night. I feel:,-1.3385113316383002
B,4,control,3P,He,She hears glass breaking downstairs at night. He feels:,-0.7911080738854982
B,5,control,1P,I,The turbulence shakes the plane violently. I feel:,-1.0188507870296102
B,5,control,1P,He,The turbulence shakes the plane violently. He feels:,-1.0153255586314085
B,5,control,3P,I,The turbulence shakes the plane violently. I feel:,-1.0188507870296102
B,5,control,3P,He,The turbulence shakes the plane violently. He feels:,-1.0153255586314085
B,6,control,1P,I,My brakes fail on the steep hill. I feel:,-1.2522541802130938
B,6,control,1P,He,My brakes fail on the steep hill. He feels:,-1.4596790665682107
B,6,control,3P,I,Her brakes fail on the steep hill. I feel:,-1.3682047101259425
B,6,control,3P,He,Her brakes fail on the steep hill. He feels:,-1.2217513414086565
B,7,control,1P,I,A growling comes from the darkness ahead. I feel:,-0.8237354815084721
B,7,control,1P,He,A growling comes from the darkness ahead. He feels:,-0.46375188736359185
B,7,control,3P,I,A growling comes from the darkness ahead. I feel:,-0.8237354815084721
B,7,control,3P,He,A growling comes from the darkness ahead. He feels:,-0.46375188736359185
B,8,control,1P,I,I notice a suspicious package near my car. I feel:,-1.6932204096052599
B,8,control,1P,He,I notice a suspicious package near my car. He feels:,-1.3717222802415503
B,8,control,3P,I,She notices a suspicious package near her car. I feel:,-2.08606007660701
B,8,control,3P,He,She notices a suspicious package near her car. He feels:,-1.4663656541745298
B,9,control,1P,I,The elevator stops between floors suddenly. I feel:,-1.422287401036851
B,9,control,1P,He,The elevator stops between floors suddenly. He feels:,-1.3031958668248842
B,9,control,3P,I,The elevator stops between floors suddenly. I feel:,-1.422287401036851
B,9,control,3P,He,The elevator stops between floors suddenly. He feels:,-1.3031958668248842
B,10,control,1P,I,My phone shows an unknown caller at 3am. I feel:,-1.4097206631347206
B,10,control,1P,He,My phone shows an unknown caller at 3am. He feels:,-0.5765687185758497
B,10,control,3P,I,Her phone shows an unknown caller at 3am. I feel:,-1.5160345543725973
B,10,control,3P,He,Her phone shows an unknown caller at 3am. He feels:,-1.2536521190871004
B,11,control,1P,I,A figure watches me from across the street. I feel:,-0.7753074246243612
B,11,control,1P,He,A figure watches me from across the street. He feels:,-0.08350480496772639
B,11,control,3P,I,A figure watches him from across the street. I feel:,-0.4249618798907203
B,11,control,3P,He,A figure watches him from across the street. He feels:,-0.36555935289930486
B,12,control,1P,I,I smell gas but cannot find the source. I feel:,-1.4179257067990232
B,12,control,1P,He,I smell gas but cannot find the source. He feels:,-0.7367207647077317
B,12,control,3P,I,She smells gas but cannot find the source. I feel:,-1.3764407899881257
B,12,control,3P,He,She smells gas but cannot find the source. He feels:,-0.6529084192337364
B,13,control,1P,I,The ice beneath my feet starts cracking. I feel:,-0.604723739547452
B,13,control,1P,He,The ice beneath my feet starts cracking. He feels:,-0.1447289325684187
B,13,control,3P,I,The ice beneath his feet starts cracking. I feel:,-0.5531759653668277
B,13,control,3P,He,The ice beneath his feet starts cracking. He feels:,-0.3777151130967112
B,14,control,1P,I,My test results will arrive tomorrow. I feel:,-0.6647330342841158
B,14,control,1P,He,My test results will arrive tomorrow. He feels:,-0.7456380286532628
B,14,control,3P,I,Her test results will arrive tomorrow. I feel:,-0.9167967147176875
B,14,control,3P,He,Her test results will arrive tomorrow. He feels:,-1.0050883997575146
B,15,control,1P,I,A scream echoes through the empty building. I feel:,-0.9335238650223662
B,15,control,1P,He,A scream echoes through the empty building. He feels:,-0.19562359883658595
B,15,control,3P,I,A scream echoes through the empty building. I feel:,-0.9335238650223662
B,15,control,3P,He,A scream echoes through the empty building. He feels:,-0.19562359883658595
B,16,control,1P,I,I realize I left my door unlocked all day. I feel:,-0.25702682696392626
B,16,control,1P,He,I realize I left my door unlocked all day. He feels:,-0.30371336771364793
B,16,control,3P,I,She realizes she left her door unlocked all day. I feel:,-0.7178073762562607
B,16,control,3P,He,She realizes she left her door unlocked all day. He feels:,-0.19448285481830926
B,17,control,1P,I,The warning sirens begin to sound outside. I feel:,-1.341778395299588
B,17,control,1P,He,The warning sirens begin to sound outside. He feels:,-1.0596914004338618
B,17,control,3P,I,The warning sirens begin to sound outside. I feel:,-1.341778395299588
B,17,control,3P,He,The warning sirens begin to sound outside. He feels:,-1.0596914004338618
B,18,control,1P,I,My chest tightens for no apparent reason. I feel:,-0.6762739905778941
B,18,control,1P,He,My chest tightens for no apparent reason. He feels:,-0.5364111282504371
B,18,control,3P,I,Her chest tightens for no apparent reason. I feel:,0.02745192009267328
B,18,control,3P,He,Her chest tightens for no apparent reason. He feels:,0.16308950134100558
B,19,control,1P,I,A car follows me through three turns. I feel:,-0.8999622980732567
B,19,control,1P,He,A car follows me through three turns. He feels:,-0.9011017699097209
B,19,control,3P,I,A car follows him through three turns. I feel:,-0.5872501837987822
B,19,control,3P,He,A car follows him through three turns. He feels:,-0.6722853856993262
B,20,control,1P,I,I wake to my smoke detector beeping. I feel:,-1.5386393861846195
B,20,control,1P,He,I wake to my smoke detector beeping. He feels:,-0.7914656451458177
B,20,control,3P,I,She wakes to her smoke detector beeping. I feel:,-1.2564256265885898
B,20,control,3P,He,She wakes to her smoke detector beeping. He feels:,-0.6783186512635763
C1,1,control,1P,I,The mess my roommate left infuriates me. I feel:,0.044440787166653097
C1,1,control,1P,He,The mess my roommate left infuriates me. He feels:,0.19605583835219556
C1,1,control,3P,I,The mess his roommate left infuriates him. I feel:,-0.4222589847777526
C1,1,control,3P,He,The mess his roommate left infuriates him. He feels:,-0.01939621293895059
C1,2,control,1P,I,My food arrives cold and wrong again. I feel:,-0.5782475199256422
C1,2,control,1P,He,My food arrives cold and wrong again. He feels:,-0.468548818931597
C1,2,control,3P,I,Her food arrives cold and wrong again. I feel:,-0.49248372312648175
C1,2,control,3P,He,Her food arrives cold and wrong again. He feels:,-0.3218423112253494
C1,3,control,1P,I,I step in something foul on the sidewalk. I feel:,-0.8632402284344778
C1,3,control,1P,He,I step in something foul on the sidewalk. He feels:,-0.7576871774956127
C1,3,control,3P,I,He steps in something foul on the sidewalk. I feel:,-1.1519221130491493
C1,3,control,3P,He,He steps in something foul on the sidewalk. He feels:,-0.7558296408990985
C1,4,control,1P,I,The customer service puts me on hold forever. I feel:,-0.5466268993548502
C1,4,control,1P,He,The customer service puts me on hold forever. He feels:,-0.7676944871248147
C1,4,control,3P,I,The customer service puts her on hold forever. I feel:,-0.3157153450620603
C1,4,control,3P,He,The customer service puts her on hold forever. He feels:,-0.6434700393877566
C1,5,control,1P,I,My computer crashes before I can save. I feel:,-0.5561846627574493
C1,5,control,1P,He,My computer crashes before I can save. He feels:,-0.3664897586593007
C1,5,control,3P,I,His computer crashes before he can save. I feel:,-0.9530219028897522
C1,5,control,3P,He,His computer crashes before he can save. He feels:,-0.381503582363217
C1,6,control,1P,I,I miss the train by seconds. I feel:,-0.8694201601870878
C1,6,control,1P,He,I miss the train by seconds. He feels:,-0.604428618558679
C1,6,control,3P,I,She misses the train by seconds. I feel:,-1.0748522304143453
C1,6,control,3P,He,She misses the train by seconds. He feels:,-0.661238665741761
C1,7,control,1P,I,The loud chewing next to me is unbearable. I feel:,-0.5176334979729735
C1,7,control,1P,He,The loud chewing next to me is unbearable. He feels:,-0.3498385236000055
C1,7,control,3P,I,The loud chewing next to him is unbearable. I feel:,-0.4312555774465996
C1,7,control,3P,He,The loud chewing next to him is unbearable. He feels:,-0.2956648276039975
C1,8,control,1P,I,My flight gets delayed for the third time. I feel:,-1.057770985306577
C1,8,control,1P,He,My flight gets delayed for the third time. He feels:,-1.0148493847577604
C1,8,control,3P,I,Her flight gets delayed for the third time. I feel:,-1.1845046794121985
C1,8,control,3P,He,Her flight gets delayed for the third time. He feels:,-0.9465535763373578
C1,9,control,1P,I,I find mold growing in my refrigerator. I feel:,-1.22701560455692
C1,9,control,1P,He,I find mold growing in my refrigerator. He feels:,-0.892006551660759
C1,9,control,3P,I,He finds mold growing in his refrigerator. I feel:,-1.5101310261614995
C1,9,control,3P,He,He finds mold growing in his refrigerator. He feels:,-1.3090942559252938
C1,10,control,1P,I,The traffic makes me late for my interview. I feel:,-0.8839504414395314
C1,10,control,1P,He,The traffic makes me late for my interview. He feels:,-0.7961640519005843
C1,10,control,3P,I,The traffic makes her late for her interview. I feel:,-1.027729306111229
C1,10,control,3P,He,The traffic makes her late for her interview. He feels:,-0.9334369032081755
C1,11,control,1P,I,My neighbor's music pounds through the wall. I feel:,-0.621961929064956
C1,11,control,1P,He,My neighbor's music pounds through the wall. He feels:,-0.5445300414272781
C1,11,control,3P,I,His neighbor's music pounds through the wall. I feel:,-0.6713410993021289
C1,11,control,3P,He,His neighbor's music pounds through the wall. He feels:,-0.6920966574014883
C1,12,control,1P,I,I spill coffee on my white shirt. I feel:,-1.1039435771999222
C1,12,control,1P,He,I spill coffee on my white shirt. He feels:,-0.9613578427262841
C1,12,control,3P,I,She spills coffee on her white shirt. I feel:,-0.9419401664426955
C1,12,control,3P,He,She spills coffee on her white shirt. He feels:,-0.5999313928723154
C1,13,control,1P,I,The automated menu loops endlessly. I feel:,0.1769412688323215
C1,13,control,1P,He,The automated menu loops endlessly. He feels:,0.33153715536720657
C1,13,control,3P,I,The automated menu loops endlessly. I feel:,0.1769412688323215
C1,13,control,3P,He,The automated menu loops endlessly. He feels:,0.33153715536720657
C1,14,control,1P,I,My package is marked delivered but missing. I feel:,-1.087243684335265
C1,14,control,1P,He,My package is marked delivered but missing. He feels:,-0.7448569845955662
C1,14,control,3P,I,Her package is marked delivered but missing. I feel:,-0.7617971056931673
C1,14,control,3P,He,Her package is marked delivered but missing. He feels:,-0.5010495122077055
C1,15,control,1P,I,I realize I forgot my wallet after ordering. I feel:,-0.6490482417389299
C1,15,control,1P,He,I realize I forgot my wallet after ordering. He feels:,-0.555770964347067
C1,15,control,3P,I,He realizes he forgots his wallet after ordering. I feel:,-1.1139497280100477
C1,15,control,3P,He,He realizes he forgots his wallet after ordering. He feels:,-0.46050019065092984
C1,16,control,1P,I,The mosquito buzzes around my ear all night. I feel:,-0.8064421725096675
C1,16,control,1P,He,The mosquito buzzes around my ear all night. He feels:,-0.043998256833808015
C1,16,control,3P,I,The mosquito buzzes around her ear all night. I feel:,-0.6810572430424503
C1,16,control,3P,He,The mosquito buzzes around her ear all night. He feels:,-0.5937228937102929
C1,17,control,1P,I,My phone battery dies at the worst moment. I feel:,-0.8202397274215691
C1,17,control,1P,He,My phone battery dies at the worst moment. He feels:,-0.562003244491881
C1,17,control,3P,I,His phone battery dies at the worst moment. I feel:,-0.8580386422832323
C1,17,control,3P,He,His phone battery dies at the worst moment. He feels:,-0.6215885625967866
C1,18,control,1P,I,I slip and drop my groceries everywhere. I feel:,0.13114887036301065
C1,18,control,1P,He,I slip and drop my groceries everywhere. He feels:,-0.4122995394147621
C1,18,control,3P,I,She slips and drop her groceries everywhere. I feel:,-1.149172184996699
C1,18,control,3P,He,She slips and drop her groceries everywhere. He feels:,-0.8478530760499707
C1,19,control,1P,I,The printer jams on my deadline day. I feel:,-0.22666919322814347
C1,19,control,1P,He,The printer jams on my deadline day. He feels:,-0.2937342602139321
C1,19,control,3P,I,The printer jams on his deadline day. I feel:,-0.3599440179542389
C1,19,control,3P,He,The printer jams on his deadline day. He feels:,-0.24102595391971057
C1,20,control,1P,I,My socks get soaked stepping in a puddle. I feel:,-0.82144298469069
C1,20,control,1P,He,My socks get soaked stepping in a puddle. He feels:,-0.7828674091304464
C1,20,control,3P,I,Her socks get soaked stepping in a puddle. I feel:,-0.8740214780566019
C1,20,control,3P,He,Her socks get soaked stepping in a puddle. He feels:,-0.6985581821897368
C2,1,control,1P,I,I read about the extinction of another species. I feel:,-0.7390593119879532
C2,1,control,1P,He,I read about the extinction of another species. He feels:,-0.4393323196857363
C2,1,control,3P,I,He read about the extinction of another species. I feel:,-0.9423087716759627
C2,1,control,3P,He,He read about the extinction of another species. He feels:,-0.9575503159243104
C2,2,control,1P,I,The war footage shows children in the rubble. I feel:,-0.9787044574026169
C2,2,control,1P,He,The war footage shows children in the rubble. He feels:,-0.7049134483069955
C2,2,control,3P,I,The war footage shows children in the rubble. I feel:,-0.9787044574026169
C2,2,control,3P,He,The war footage shows children in the rubble. He feels:,-0.7049134483069955
C2,3,control,1P,I,I learn the glacier has retreated further. I feel:,-0.9723926218090153
C2,3,control,1P,He,I learn the glacier has retreated further. He feels:,-0.6399044286639037
C2,3,control,3P,I,He learns the glacier has retreated further. I feel:,-1.129371292282789
C2,3,control,3P,He,He learns the glacier has retreated further. He feels:,-0.7704937909466202
C2,4,control,1P,I,The famine spreads to another region. I feel:,-1.4406550864700718
C2,4,control,1P,He,The famine spreads to another region. He feels:,-0.8394292171139238
C2,4,control,3P,I,The famine spreads to another region. I feel:,-1.4406550864700718
C2,4,control,3P,He,The famine spreads to another region. He feels:,-0.8394292171139238
C2,5,control,1P,I,I see the homeless encampment growing larger. I feel:,-1.0747624975110581
C2,5,control,1P,He,I see the homeless encampment growing larger. He feels:,-0.8032744146049092
C2,5,control,3P,I,He sees the homeless encampment growing larger. I feel:,-1.1499553451587965
C2,5,control,3P,He,He sees the homeless encampment growing larger. He feels:,-0.9313022577020155
C2,6,control,1P,I,The corruption scandal reaches the highest levels. I feel:,-0.7548259524283608
C2,6,control,1P,He,The corruption scandal reaches the highest levels. He feels:,0.15450461693673534
C2,6,control,3P,I,The corruption scandal reaches the highest levels. I feel:,-0.7548259524283608
C2,6,control,3P,He,The corruption scandal reaches the highest levels. He feels:,0.15450461693673534
C2,7,control,1P,I,I witness the forest fire from my window. I feel:,-1.920802802649282
C2,7,control,1P,He,I witness the forest fire from my window. He feels:,-1.3803950837453356
C2,7,control,3P,I,He witnesses the forest fire from his window. I feel:,-1.5181266762569863
C2,7,control,3P,He,He witnesses the forest fire from his window. He feels:,-1.6712672371818487
C2,8,control,1P,I,The inequality statistics shock me again. I feel:,0.43871124304406256
C2,8,control,1P,He,The inequality statistics shock me again. He feels:,0.29679646481583444
C2,8,control,3P,I,The inequality statistics shock her again. I feel:,0.2422972540220091
C2,8,control,3P,He,The inequality statistics shock her again. He feels:,0.23731025093370586
C2,9,control,1P,I,I watch the storm devastate the coastal town. I feel:,-1.0716883520343221
C2,9,control,1P,He,I watch the storm devastate the coastal town. He feels:,-0.9016340205499936
C2,9,control,3P,I,He watches the storm devastate the coastal town. I feel:,-1.3655574635203755
C2,9,control,3P,He,He watches the storm devastate the coastal town. He feels:,-1.1596831778567611
C2,10,control,1P,I,The refugee crisis worsens each month. I feel:,-0.9417206961862559
C2,10,control,1P,He,The refugee crisis worsens each month. He feels:,-0.7292509665558768
C2,10,control,3P,I,The refugee crisis worsens each month. I feel:,-0.9417206961862559
C2,10,control,3P,He,The refugee crisis worsens each month. He feels:,-0.7292509665558768
C2,11,control,1P,I,I discover the extent of the pollution. I feel:,-0.969981169693838
C2,11,control,1P,He,I discover the extent of the pollution. He feels:,-0.5420215004268485
C2,11,control,3P,I,He discovers the extent of the pollution. I feel:,-1.2564247196867038
C2,11,control,3P,He,He discovers the extent of the pollution. He feels:,-0.9498058272678391
C2,12,control,1P,I,The political violence escalates further. I feel:,-0.8922829552022714
C2,12,control,1P,He,The political violence escalates further. He feels:,-0.020016256720142976
C2,12,control,3P,I,The political violence escalates further. I feel:,-0.8922829552022714
C2,12,control,3P,He,The political violence escalates further. He feels:,-0.020016256720142976
C2,13,control,1P,I,I see another mass shooting in the news. I feel:,-0.4672084431356395
C2,13,control,1P,He,I see another mass shooting in the news. He feels:,-0.39561788535470344
C2,13,control,3P,I,He sees another mass shooting in the news. I feel:,-0.8724158586506751
C2,13,control,3P,He,He sees another mass shooting in the news. He feels:,-0.8182421752505266
C2,14,control,1P,I,The pandemic claims more lives daily. I feel:,-0.8384524333991408
C2,14,control,1P,He,The pandemic claims more lives daily. He feels:,-0.6521583106070439
C2,14,control,3P,I,The pandemic claims more lives daily. I feel:,-0.8384524333991408
C2,14,control,3P,He,The pandemic claims more lives daily. He feels:,-0.6521583106070439
C2,15,control,1P,I,I learn the ice caps are melting faster. I feel:,-1.6245657199551466
C2,15,control,1P,He,I learn the ice caps are melting faster. He feels:,-1.0577073006407967
C2,15,control,3P,I,He learns the ice caps are melting faster. I feel:,-1.458763297196988
C2,15,control,3P,He,He learns the ice caps are melting faster. He feels:,-1.2287352920667447
C2,16,control,1P,I,The poverty in my city is visible everywhere. I feel:,-0.9856040661852966
C2,16,control,1P,He,The poverty in my city is visible everywhere. He feels:,-0.80593012562808
C2,16,control,3P,I,The poverty in her city is visible everywhere. I feel:,-0.8174116042731605
C2,16,control,3P,He,The poverty in her city is visible everywhere. He feels:,-0.8090010465647766
C2,17,control,1P,I,I read about the torture happening abroad. I feel:,-0.5486594176319461
C2,17,control,1P,He,I read about the torture happening abroad. He feels:,-0.36014490931787274
C2,17,control,3P,I,He read about the torture happening abroad. I feel:,-0.6562901052167415
C2,17,control,3P,He,He read about the torture happening abroad. He feels:,-0.8753782032782287
C2,18,control,1P,I,The economic collapse affects millions. I feel:,-0.8599578482080021
C2,18,control,1P,He,The economic collapse affects millions. He feels:,-0.606068624661121
C2,18,control,3P,I,The economic collapse affects millions. I feel:,-0.8599578482080021
C2,18,control,3P,He,The economic collapse affects millions. He feels:,-0.606068624661121
C2,19,control,1P,I,The economy continues to decline. I feel:,-0.8233424403077179
C2,19,control,1P,He,The economy continues to decline. He feels:,-0.8456328290824491
C2,19,control,3P,I,He witnesses injustice but cannot intervene. I feel:,0.11366138359370151
C2,19,control,3P,He,He witnesses injustice but cannot intervene. He feels:,0.47091074412710493
D,1,control,1P,I,I arrange the books on my shelf alphabetically. I feel:,-0.47454165178675795
D,1,control,1P,He,I arrange the books on my shelf alphabetically. He feels:,-0.6565229774677204
D,1,control,3P,I,He arranges the books on his shelf alphabetically. I feel:,-0.922212833548437
D,1,control,3P,He,He arranges the books on his shelf alphabetically. He feels:,-0.42023155522790645
D,2,control,1P,I,My coffee maker finishes brewing. I feel:,-1.1542384412331608
D,2,control,1P,He,My coffee maker finishes brewing. He feels:,-0.8155333097001419
D,2,control,3P,I,Her coffee maker finishes brewing. I feel:,-1.5959612283320985
D,2,control,3P,He,Her coffee maker finishes brewing. He feels:,-1.4529728294210258
D,3,control,1P,I,I sort through the mail on my desk. I feel:,-0.7462377931006129
D,3,control,1P,He,I sort through the mail on my desk. He feels:,-0.1485517507438611
D,3,control,3P,I,He sorts through the mail on his desk. I feel:,-1.1343308363973181
D,3,control,3P,He,He sorts through the mail on his desk. He feels:,-1.0580501095537478
D,4,control,1P,I,The meeting ends exactly on time. I feel:,-0.780199857999318
D,4,control,1P,He,The meeting ends exactly on time. He feels:,-0.663866136847867
D,4,control,3P,I,The meeting ends exactly on time. I feel:,-0.780199857999318
D,4,control,3P,He,The meeting ends exactly on time. He feels:,-0.663866136847867
D,5,control,1P,I,I update the spreadsheet with new numbers. I feel:,-0.35369415398952186
D,5,control,1P,He,I update the spreadsheet with new numbers. He feels:,-0.30774040255963986
D,5,control,3P,I,He updates the spreadsheet with new numbers. I feel:,-0.8589263480794237
D,5,control,3P,He,He updates the spreadsheet with new numbers. He feels:,-0.3567335978732546
D,6,control,1P,I,My laundry finishes its cycle. I feel:,-1.1974783139605656
D,6,control,1P,He,My laundry finishes its cycle. He feels:,-0.6770746337930184
D,6,control,3P,I,Her laundry finishes its cycle. I feel:,-0.8769860395554326
D,6,control,3P,He,Her laundry finishes its cycle. He feels:,-0.9101334546432167
D,7,control,1P,I,I walk the same route to work. I feel:,-0.9927468758237692
D,7,control,1P,He,I walk the same route to work. He feels:,-0.549842042883158
D,7,control,3P,I,He walks the same route to work. I feel:,-0.8372867621748555
D,7,control,3P,He,He walks the same route to work. He feels:,-0.7985947001056843
D,8,control,1P,I,The clock on my wall ticks steadily. I feel:,-0.562662587354805
D,8,control,1P,He,The clock on my wall ticks steadily. He feels:,-0.30729554199278186
D,8,control,3P,I,The clock on her wall ticks steadily. I feel:,-0.5936006382977008
D,8,control,3P,He,The clock on her wall ticks steadily. He feels:,-0.448649225062415
D,9,control,1P,I,I water the plants on my windowsill. I feel:,-0.7448739134307736
D,9,control,1P,He,I water the plants on my windowsill. He feels:,-0.7207221085347932
D,9,control,3P,I,He waters the plants on his windowsill. I feel:,-0.9770611511849782
D,9,control,3P,He,He waters the plants on his windowsill. He feels:,-0.6864962863375432
D,10,control,1P,I,My calendar shows three appointments today. I feel:,-0.7517235922262788
D,10,control,1P,He,My calendar shows three appointments today. He feels:,-0.4182626460414337
D,10,control,3P,I,Her calendar shows three appointments today. I feel:,-0.633637106837879
D,10,control,3P,He,Her calendar shows three appointments today. He feels:,-0.8953267194658227
D,11,control,1P,I,I file the documents in the correct folder. I feel:,-0.5550538568723412
D,11,control,1P,He,I file the documents in the correct folder. He feels:,-0.15634275590957422
D,11,control,3P,I,He files the documents in the correct folder. I feel:,-0.9351447506100427
D,11,control,3P,He,He files the documents in the correct folder. He feels:,-0.6147938269405484
D,12,control,1P,I,The printer outputs my report successfully. I feel:,-1.1232126223410643
D,12,control,1P,He,The printer outputs my report successfully. He feels:,-0.8986566112744431
D,12,control,3P,I,The printer outputs her report successfully. I feel:,-1.1182076323653534
D,12,control,3P,He,The printer outputs her report successfully. He feels:,-0.9835745709144876
D,13,control,1P,I,I check my email before lunch. I feel:,-1.1176280212932501
D,13,control,1P,He,I check my email before lunch. He feels:,-0.7017119838821366
D,13,control,3P,I,He checks his email before lunch. I feel:,-1.143266439914324
D,13,control,3P,He,He checks his email before lunch. He feels:,-0.9436520949030501
D,14,control,1P,I,My phone shows the weather forecast. I feel:,-2.0105524332379137
D,14,control,1P,He,My phone shows the weather forecast. He feels:,-1.610011355419283
D,14,control,3P,I,Her phone shows the weather forecast. I feel:,-1.8407665950953134
D,14,control,3P,He,Her phone shows the weather forecast. He feels:,-1.6739009810260004
D,15,control,1P,I,I pack my lunch for tomorrow. I feel:,-1.2706963323678524
D,15,control,1P,He,I pack my lunch for tomorrow. He feels:,-1.1016652381282512
D,15,control,3P,I,He packs his lunch for tomorrow. I feel:,-1.222323798032547
D,15,control,3P,He,He packs his lunch for tomorrow. He feels:,-1.0852321759518642
D,16,control,1P,I,The bus arrives at the scheduled time. I feel:,-1.6744076368797094
D,16,control,1P,He,The bus arrives at the scheduled time. He feels:,-1.6258074701709893
D,16,control,3P,I,The bus arrives at the scheduled time. I feel:,-1.6744076368797094
