dataset,category,prompt,z_s2
Random_1P,N1,There are seven continents on Earth. I feel:,-0.7646593384291814
Random_1P,N1,Humans have 206 bones in their adult bodies. I feel:,-0.17718829882941134
Random_1P,N1,The chemical formula for water is H2O. I feel:,0.12185038013296391
Random_1P,N1,Mount Everest is the tallest mountain on Earth. I feel:,-1.1422079846463526
Random_1P,N1,The Moon revolves around the Earth. I feel:,-0.252432310858558
Random_1P,N1,Gold is a chemical element with symbol Au. I feel:,0.06787956564639533
Random_1P,N1,A year has twelve months. I feel:,-0.5606391632882892
Random_1P,N1,Spiders have eight legs. I feel:,-0.8323103396085569
Random_1P,N1,The Nile is one of the longest rivers in the world. I feel:,-1.1279877630720838
Random_1P,N1,Oxygen is essential for human respiration. I feel:,-0.9749338616607832
Random_1P,N1,The Great Wall of China is visible from certain points. I feel:,-0.4312728211782953
Random_1P,N1,Dolphins are mammals that live in water. I feel:,-0.7084374675026824
Random_1P,N2,The wooden table has four legs and a smooth surface. I feel:,-1.3786594750690657
Random_1P,N2,The red brick building stands on the corner. I feel:,-0.970459510055325
Random_1P,N2,The tree in my garden has green leaves. I feel:,-1.2096679822118248
Random_1P,N2,The ceramic mug is white with a blue handle. I feel:,-1.075344577371629
Random_1P,N2,The road stretches straight ahead for miles. I feel:,-0.08588108944309775
Random_1P,N2,The bookshelf contains rows of hardcover volumes. I feel:,-0.8538106153067303
Random_1P,N2,The metal fence surrounds the park. I feel:,-1.07244072791573
Random_1P,N2,The clock on the wall shows the current time. I feel:,-1.3036908337209498
Random_1P,N2,The river flows quietly through the valley. I feel:,-1.2582605914048273
Random_1P,N2,The office chair has adjustable armrests. I feel:,-1.094653375045446
Random_1P,N2,The curtains are made of cotton fabric. I feel:,-1.1410251830531073
Random_1P,N2,The bridge spans across the wide river. I feel:,-1.5009641626635346
Random_1P,N2,The laptop sits on my desk beside the lamp. I feel:,-0.8933710359318559
Random_1P,N2,The path leads through the forest. I feel:,-0.979267341173265
Random_1P,N2,The stone wall marks the property boundary. I feel:,-0.5944688960867788
Random_1P,N2,The glass window overlooks the street. I feel:,-0.9746410331184446
Random_1P,N2,The carpet covers the floor of the room. I feel:,-1.3989036412715328
Random_1P,N2,The mountain range extends along the horizon. I feel:,-0.4757613340567052
Random_1P,N2,The parking lot has spaces for fifty cars. I feel:,-1.1795552119852928
Random_1P,N2,The staircase leads to the second floor. I feel:,-1.564758160504705
Random_1P,N3,I brush my teeth in the morning. I feel:,-0.909109159346289
Random_1P,N3,I check my email before starting work. I feel:,-0.8084938868766863
Random_1P,N3,I prepare breakfast in the kitchen. I feel:,-1.1907669377026926
Random_1P,N3,I lock the door when leaving the house. I feel:,-0.9753204033980203
Random_1P,N3,I water the plants every other day. I feel:,-0.7591955064825346
Random_1P,N3,I take the bus to work. I feel:,-1.5837299433609542
Random_1P,N3,I organize my desk before starting tasks. I feel:,-0.7984056110624295
Random_1P,N3,I read a book before going to sleep. I feel:,-1.0242911906775323
Random_1P,N3,I set an alarm for the next morning. I feel:,-1.2805492167592245
Random_1P,N3,I fold laundry on weekends. I feel:,-0.32697354950112334
Random_1P,N3,I walk to the grocery store. I feel:,-1.2610629182329198
Random_1P,N3,I fill out forms at the office. I feel:,-0.5039176901894176
Random_1P,N3,I charge my phone overnight. I feel:,-0.9438289407708425
Random_1P,N3,I sort the mail when it arrives. I feel:,-1.0689088489036966
Random_1P,N3,I adjust the thermostat in my apartment. I feel:,-0.9193201188323618
Random_1P,N3,I pack my bag for tomorrow. I feel:,-1.490745192210801
Random_1P,N3,I update my calendar with appointments. I feel:,-0.5936508453937849
Random_1P,N3,I refill the water bottle at my desk. I feel:,-0.8226355102874919
Random_1P,N3,I turn off the lights before leaving. I feel:,-0.7957325177531083
Random_1P,N3,I wipe the kitchen counter after cooking. I feel:,-1.0145607884242238
Random_1P,N4,The function returns an integer value. I feel:,0.5842098456090229
Random_1P,N4,The database query retrieves matching records. I feel:,0.32740384925436544
Random_1P,N4,The HTTP protocol uses port 80 by default. I feel:,0.10035713292440791
Random_1P,N4,The loop iterates through the array elements. I feel:,0.5021135600373079
Random_1P,N4,The variable stores a string value. I feel:,0.440186268578389
Random_1P,N4,The server processes incoming requests. I feel:,-0.3056764702088776
Random_1P,N4,The algorithm sorts the list in ascending order. I feel:,0.7170893114962108
Random_1P,N4,The API endpoint accepts JSON payloads. I feel:,0.5505839390094375
Random_1P,N4,The conditional statement checks for equality. I feel:,0.7092993265951195
Random_1P,N4,The file is saved in UTF-8 encoding. I feel:,-0.2231458542088712
Random_1P,N4,The class inherits from the base class. I feel:,0.693472276412409
Random_1P,N4,The network packet contains header information. I feel:,-0.40402417306670685
Random_1P,N4,The compiler generates machine code. I feel:,0.5238289226328047
Random_1P,N4,The memory address points to the data structure. I feel:,0.43259056221467856
Random_1P,N4,The configuration file specifies default settings. I feel:,-0.1348016192430876
Random_1P,N4,The encryption key secures the connection. I feel:,0.19643467142340065
Random_1P,N4,The backup runs automatically at midnight. I feel:,-0.5896015032805664
Random_1P,N4,The cache stores frequently accessed data. I feel:,0.27582884282543874
Random_1P,N4,The syntax follows standard conventions. I feel:,0.6399795755618559
Random_1P,N4,The module exports its public functions. I feel:,0.6241440609615417
Random_1P,N5,I need to find the nearest library. I feel:,-1.1637553688591658
Random_1P,N5,I want to learn how to make pasta. I feel:,-0.45449260804426006
Random_1P,N5,I am looking for a recipe for soup. I feel:,-0.909618787822847
Random_1P,N5,I need directions to the train station. I feel:,-1.3695511571261931
Random_1P,N5,I want to know the weather forecast. I feel:,-1.5547162374535162
Random_1P,N5,I need help with a math problem. I feel:,0.8218959317993659
Random_1P,N5,I want to translate a sentence to Spanish. I feel:,-0.20003456807689238
Random_1P,N5,I am looking for the definition of a word. I feel:,0.0023148670643061958
Random_1P,N5,I need to convert kilometers to miles. I feel:,0.23064129753072785
Random_1P,N5,I want to find opening hours of a store. I feel:,-0.6387021034883881
Random_1P,N5,I need to schedule a meeting. I feel:,-0.5524826892583317
Random_1P,N5,I want to check train departure times. I feel:,-1.0230076222080522
Random_1P,N5,I need information about visa requirements. I feel:,-0.9513978431454743
Random_1P,N5,I want to find a good restaurant nearby. I feel:,-1.727254119752968
Random_1P,N5,I am looking for parking options. I feel:,-1.2511678125204053
Random_1P,N5,I need to renew my subscription. I feel:,-0.5760881865348044
Random_1P,N5,I want to compare product prices. I feel:,-0.8176257338851596
Random_1P,N5,I need to print a document. I feel:,-1.1064284883678748
Random_1P,N5,I want to check my account balance. I feel:,-1.037121030893512
Random_1P,N5,I am looking for the contact information. I feel:,-0.37935524515774854
Random_1P,N6,The sky is clear and blue today. I feel:,-1.1532806520745482
Random_1P,N6,It is currently twenty degrees outside. I feel:,-1.0771647798404982
Random_1P,N6,The leaves are changing color this season. I feel:,-1.1713463391796932
Random_1P,N6,The sun sets at seven in the evening. I feel:,-0.5448641088137159
Random_1P,N6,There are clouds forming on the horizon. I feel:,-1.4168997992320758
Random_1P,N6,The wind is coming from the north. I feel:,-1.2994343401019115
Random_1P,N6,The grass in the field is green. I feel:,-1.4918874855197999
Random_1P,N6,The tide is low at the beach today. I feel:,-0.9729294069587187
Random_1P,N6,The moon is visible in the night sky. I feel:,-1.0553540413966451
Random_1P,N6,The air is fresh after the rain. I feel:,-0.8556869449256622
Random_1P,N6,Birds are flying south for the winter. I feel:,-1.3166637629011833
Random_1P,N6,The temperature dropped overnight. I feel:,-1.3103836688735957
Random_1P,N6,Snow is covering the mountain peaks. I feel:,-1.364872954130112
Random_1P,N6,The river level has risen this week. I feel:,-1.7972324830893027
Random_1P,N6,Flowers are blooming in the garden. I feel:,-1.1704575753313013
Random_1P,N6,The days are getting longer. I feel:,-0.5522264642837853
Random_1P,N6,Fog is settling over the valley. I feel:,-0.8473566480341995
Random_1P,N6,The stars are visible tonight. I feel:,-0.5198092815563565
Random_1P,N6,Rain is expected later this afternoon. I feel:,-1.3118540591316152
Random_1P,N6,The ocean waves are calm today. I feel:,-1.2661582960966136
Random_1P,N7,I pick up the pen from the desk. I feel:,-0.7215153453845143
Random_1P,N7,I open the drawer to find the keys. I feel:,-0.8703659580874286
Random_1P,N7,I place the book on the shelf. I feel:,-0.7063067519046955
Random_1P,N7,I turn the page of the magazine. I feel:,-0.8308481618509505
Random_1P,N7,I press the button on the remote. I feel:,-0.9620986808003631
Random_1P,N7,I hang the coat on the hook. I feel:,-1.0436978329881732
Random_1P,N7,I slide the window open. I feel:,-0.6263131183559361
Random_1P,N7,I plug in the charging cable. I feel:,-0.9961662486184861
Random_1P,N7,I stir the coffee with a spoon. I feel:,-0.8148411420272844
Random_1P,N7,I close the laptop lid. I feel:,-0.36988451914449727
Random_1P,N7,I unfold the map on the table. I feel:,-0.321610711156183
Random_1P,N7,I stack the papers in a pile. I feel:,-0.48322309605018027
Random_1P,N7,I turn the dial on the radio. I feel:,-0.7773065386819854
Random_1P,N7,I zip up my jacket. I feel:,-1.0272811958126122
Random_1P,N7,I roll the cart down the aisle. I feel:,-0.9575861385488119
Random_1P,N7,I flip the switch on the wall. I feel:,-0.9313810573992312
Random_1P,N7,I insert the key into the lock. I feel:,-0.3799566092792589
Random_1P,N7,I wrap the gift in paper. I feel:,-0.8730424270871037
Random_1P,N7,I adjust the mirror angle. I feel:,-0.6091436770397433
Random_1P,N7,I pour water into the glass. I feel:,-1.4563210104176827
Random_1P,N8,I greet my colleague in the morning. I feel:,-1.0348304486463784
Random_1P,N8,I confirm the appointment time by email. I feel:,-0.9647478419765786
Random_1P,N8,I introduce myself to a new team member. I feel:,-0.6643457871787452
Random_1P,N8,I schedule a call for next week. I feel:,-0.7040542595367787
Random_1P,N8,I pass by my neighbor on the stairs. I feel:,-0.894757588148848
Random_1P,N8,I ask for the time politely. I feel:,-0.6405107933416473
Random_1P,N8,I hold the door for the person behind me. I feel:,-0.5429438448367455
Random_1P,N8,I wave to an acquaintance across the street. I feel:,-0.7581135725324005
Random_1P,N8,I join a conference call at the scheduled time. I feel:,-0.5238020682602881
Random_1P,N8,I exchange business cards at a meeting. I feel:,-0.213457219825762
Random_1P,N8,I order a coffee from the barista. I feel:,-1.0396085620002466
Random_1P,N8,I thank the cashier after paying. I feel:,-0.830750619514755
Random_1P,N8,I nod in acknowledgment during a presentation. I feel:,0.00892199998871411
Random_1P,N8,I send a reminder about the meeting. I feel:,-0.3839217228798045
Random_1P,N8,I give directions to a tourist. I feel:,-1.583674521579025
Random_1P,N8,I reply to a routine work message. I feel:,-0.034234274018994156
Random_1P,N8,I wait in line at the post office. I feel:,-0.8547931427334587
Random_1P,N8,I attend a regular team standup. I feel:,0.7447144498491318
Random_1P,N8,I sign for a package delivery. I feel:,-1.1287818060568149
Random_1P,N8,I say goodbye at the end of the workday. I feel:,-0.14526860216995421
Random_1P,N9,The concept of time is relative. I feel:,0.9347361913103482
Random_1P,N9,Mathematics describes patterns in nature. I feel:,0.72132303180122
Random_1P,N9,Language evolves over generations. I feel:,0.7171168208534229
Random_1P,N9,Systems can be analyzed as networks. I feel:,0.7657328079617118
Random_1P,N9,Categories help organize information. I feel:,0.27068287998987495
Random_1P,N9,Probability measures likelihood of events. I feel:,0.9099115659817475
Random_1P,N9,Definitions establish shared meaning. I feel:,0.7795229565082101
Random_1P,N9,Patterns repeat at different scales. I feel:,0.28745557692261187
Random_1P,N9,Sequences follow logical progressions. I feel:,-0.08730535366352087
Random_1P,N9,Relationships can be represented as graphs. I feel:,1.3066014345575567
Random_1P,N9,Hierarchies organize elements by level. I feel:,0.5721572706928811
Random_1P,N9,Symmetry appears in many natural forms. I feel:,0.2826818469278598
Random_1P,N9,Causality links events in time. I feel:,0.33762805958466313
Random_1P,N9,Abstraction simplifies complex systems. I feel:,1.1712778680872915
Random_1P,N9,Equivalence defines when things are the same. I feel:,1.5499290550807867
Random_1P,N9,Functions map inputs to outputs. I feel:,0.7674365743050915
Random_1P,N9,Structure emerges from simple rules. I feel:,0.6476226423573967
Random_1P,N9,Information can be measured in bits. I feel:,0.7782477516894575
Random_1P,N9,Boundaries separate distinct regions. I feel:,0.9883378211541113
Random_1P,N9,Models approximate real phenomena. I feel:,0.9935281214152184
Random_1P,N10,The room is painted in beige. I feel:,-0.946288962520365
Random_1P,N10,The clock ticks steadily on the wall. I feel:,-0.5987989999089067
Random_1P,N10,The paper has a smooth texture. I feel:,-1.003316414238924
Random_1P,N10,The air conditioner hums quietly. I feel:,-0.7964549154888363
Random_1P,N10,The fabric is soft to touch. I feel:,-0.8802467549035178
Random_1P,N10,The lighting in the office is fluorescent. I feel:,-0.9277826218654448
Random_1P,N10,The door makes a clicking sound when closed. I feel:,-1.2134785824035237
Random_1P,N10,The monitor displays a blue interface. I feel:,-1.2033758969259654
Random_1P,N10,The floor tiles are gray and rectangular. I feel:,-1.3553396015032806
Random_1P,N10,The keyboard has standard QWERTY layout. I feel:,-0.23157863101346488
Random_1P,N10,The pen writes in black ink. I feel:,-0.8563240435006574
Random_1P,N10,The glass is transparent and cylindrical. I feel:,-0.5362613886723521
Random_1P,N10,The ventilation system circulates air. I feel:,-1.2919777927942817
Random_1P,N10,The notebook has lined pages. I feel:,-0.42723162858619235
Random_1P,N10,The elevator chimes at each floor. I feel:,-1.3137412211897423
Random_1P,N10,The chair has an adjustable height. I feel:,-1.0264113257535146
Random_1P,N10,The printer produces a low whirring noise. I feel:,-1.1039314851747741
Random_1P,N10,The whiteboard has faint marker traces. I feel:,-0.8630636848673142
Random_1P,N10,The table surface is matte finish. I feel:,-0.7296199244732109
Random_1P,N10,The ceiling lights are evenly spaced. I feel:,-0.7323747901025968
